fidelity,integrity,capability
0.9417895827909568,0.49724731985866777,0.13673415870612637
0.5521405880552718,0.868800519066098,0.22290268639294308
0.23718597117787232,0.9265154798892055,0.8780112020041404
0.5146209896831362,0.15317324755041206,0.6922766789325913
0.07022383135498911,0.7857526646571079,0.8583070280635982
0.5391458530038975,0.2100035027644237,0.2806709810399429
0.7356339053581044,0.14266937330014895,0.9433975668468032
0.6260516940591697,0.44091838734521605,0.008792859003955322
0.47342406264259584,0.4871283860821328,0.9058998717134545
0.6155677937827956,0.8359391865859691,0.5570788023136218
0.8887483388106918,0.8621774398115042,0.909556998233315
0.9770303910786495,0.8337193090391098,0.36974145218920296
0.6857270526729966,0.7537161830454727,0.5731003129983406
0.2558083735413279,0.2875098528926211,0.12239379691366425
0.4707342173357826,0.7671424083912516,0.7024805240890545
0.8148782190034233,0.5470282476502724,0.868220226111097
0.25718714825756495,0.11369474643955468,0.9251519507536321
0.18367004574816115,0.8045032652199317,0.34647619451841927
0.6790835361928909,0.3266154888530194,0.15856508149025783
0.8692154279937865,0.4043968008449135,0.7623862342804815
0.035377104510610824,0.29867361454587105,0.4424255298022366
0.44945737615100134,0.9715749262243414,0.34329800618195916
0.3304664545663608,0.5688266566451047,0.06670497932542041
0.24398452222871236,0.46462676608030196,0.6014953612695418
0.5046040440268926,0.20114775095206716,0.5605803922097571
0.8147925261851795,0.5550668276936478,0.5296343650967267
0.8703623913506842,0.40772202476859265,0.8472568503403536
0.8724312297615828,0.18185542914604647,0.01170510896335808
0.9617135900272957,0.980834697382664,0.8999578183407726
0.414235138276671,0.031368730415183954,0.4824545645416215
0.16315334877128373,0.5258394289175864,0.5032017731575078
0.18791524672126414,0.8992664027536332,0.6367420440883393
0.44017284141614,0.3100361241929869,0.6924064103296378
0.08582591938063189,0.5179472470563423,0.001443062059532596
0.2964477495493306,0.4202828279943045,0.3705201040622903
0.2673273145160656,0.61892319467235,0.2200750792937456
0.22502797661619345,0.2707948282693884,0.9885604532185923
0.9245090580601715,0.22844808386420146,0.6379115069132826
0.33530523314927685,0.9940479980099083,0.1880201472332812
0.20714982520865788,0.4649166985373666,0.8974489487301004
0.6436301801491172,0.7323638969178237,0.17564378215552034
0.950946236331767,0.981924805319772,0.2099726096353839
0.6758505255539095,0.3877723549842047,0.16962486815527167
0.6163890878534173,0.3458522439438805,0.3409066641137901
0.7467246244807526,0.8883085622853457,0.8577167705677426
0.658995380909618,0.12607773432375524,0.7838710487101413
0.6670133978947808,0.518037471526535,0.9570204970446059
0.0173770812970524,0.5581644853504858,0.5072360964925762
0.20120949979398806,0.88241658292107,0.12691986277880996
0.036784080044311884,0.9932657873398015,0.12181382907598792
0.25471311718847567,0.3878245004870051,0.24453218628674478
0.19646071486274264,0.6037447919795201,0.40920936969766186
0.23768145834547938,0.05555901403270447,0.8092978998538969
0.9938403567143146,0.6273039488983762,0.8428796977052667
0.35273436713665585,0.20205745327894709,0.197647991860064
0.41191724559632104,0.901973007057294,0.17922881238483412
0.579328043861283,0.8482965411745815,0.09496219244647774
0.24000828727978318,0.9564063333492618,0.447338064497975
0.68989277400234,0.6465615273778179,0.30939788130840595
0.0822304561844317,0.7168616689117991,0.9245847467929004
0.9006055029727907,0.9796121364202619,0.8709584394528999
0.3052735429740905,0.012298283278932898,0.0046238385416557115
0.6194730260949441,0.297352089110715,0.5770496858184037
0.7697004086917482,0.591197332984443,0.39247678868108726
0.0872672444153868,0.19442841027096192,0.38887867572046264
0.4660491483259287,0.09193219488557469,0.260501098585339
0.049123015973238426,0.6682937211018979,0.23659788657976577
0.11945500965421607,0.14994501582114317,0.6384287884108494
0.18877463705095499,0.7775439538554926,0.8773364689117809
0.6825778075176591,0.7272177743666486,0.21980141100624295
0.6180198158755061,0.37797668492239467,0.6797264388415853
0.9404420114979128,0.08250153467465882,0.26056496487479375
0.995150685630831,0.9994162216155651,0.6376099434507364
0.6859485624848862,0.7223995562158715,0.015108781616172462
0.5535202012942395,0.6575324714810691,0.5547899166967118
0.01754761430956442,0.5385530025835821,0.011070125450181045
0.08677425718505971,0.6181828569108332,0.933724867789127
0.15610655197291823,0.7704386419500213,0.10691574567647089
0.06745475704142423,0.6073706001113667,0.8887665420267815
0.21079062102017065,0.033196176928510734,0.9971899611372499
0.20363113598678761,0.8096206134559645,0.44210673626685204
0.5736096305277466,0.029870856388720446,0.23742013675847762
0.04710472867401039,0.37702394037695,0.4693254633318632
0.7596164509254706,0.07904543731834612,0.09817619569390612
0.5775694879531499,0.891998520154273,0.7572171642364359
0.7133755526360755,0.6582042087078804,0.5923929985573335
0.2440273192120992,0.04883798702380149,0.5522914940385341
0.4197444656762481,0.03250834000605107,0.736245081683572
0.6760090023627345,0.9137395808543556,0.8221223733167393
0.8575660166544912,0.5944007314022188,0.6866665967160138
0.3773686601714954,0.6983990040339397,0.4944690780943022
0.6198129658931317,0.7071973406766895,0.22836094676588103
0.5809027204391093,0.7750011882294984,0.595296966523217
0.8157272703335194,0.8694459053895961,0.517614631788552
0.4546213651192764,0.9154924738952597,0.422350322062209
0.17114337016992676,0.41771680030777114,0.377074240101437
0.8017827192249048,0.6350917649885327,0.01007879577523918
0.6913696903570512,0.29762130038519574,0.8297254828621232
0.33563797714446353,0.7991932253491945,0.08213475753040267
0.7503102359289429,0.564974239294589,0.5463671362006335
0.9805182202063585,0.8719167684463835,0.38280571275029085
0.9283980459807974,0.3630964595755879,0.29270864509408734
0.1895099709869028,0.13775375683463054,0.28250045952661607
0.14661589017039556,0.5189366927062452,0.7970638480800598
0.7248057230415343,0.5991418755109735,0.04420586474877808
0.749164932072528,0.30331594672571127,0.5714749298709553
0.18878382724713627,0.2933752403049127,0.3017067116015151
0.6815846022938213,0.33443100924669034,0.08349001076771034
0.26508329955622445,0.5637126059503661,0.9022284827684567
0.48206101446164196,0.721814308813158,0.8049805220487277
0.6338384824934222,0.5497660133356543,0.36922790686711815
0.19624628128069355,0.20408714173973996,0.008182193153885575
0.8715763023651139,0.6721192660044254,0.9775662138027119
0.7894146041997451,0.6994658425848759,0.5449273917298089
0.6274653868429434,0.10598350981583238,0.4567090086030907
0.027513453192030135,0.4221659928231223,0.17180037863618514
0.020044082381798556,0.7714687662342392,0.7426775574673051
0.18695518502633524,0.12213739868803108,0.24279090611490284
0.19361685443496113,0.6038297490044071,0.26636298735102837
0.32498093076010737,0.33914233935303084,0.9437434352079587
0.242736155134067,0.6488445083801792,0.483619653864897
0.5472948507299432,0.06642837081609243,0.08266551655403442
0.8212982839236483,0.9570648290259716,0.42609343612967354
0.5288556894892649,0.604220165476899,0.2744221527968783
0.3802033957586666,0.4015218033814393,0.9126321530285646
0.9747409395409761,0.5622540740154817,0.7247239409078471
0.18566102736624668,0.044613952421366565,0.3500036284625073
0.6627782646255799,0.09830743906343986,0.7137329156404951
0.7917735946316359,0.2662420175739014,0.8536037497006227
0.6356059195434871,0.8210515972034408,0.4441465499049754
0.07465370934788995,0.0013688800033078152,0.6328559366154392
0.13908698693372,0.6746912513920562,0.031185997202941906
0.3415990614509429,0.9061663145774059,0.21115662664346424
0.17615654799858094,0.6115552244488156,0.592559001673026
0.5053679367340073,0.6117229348549729,0.7255326456321486
0.9573380447796607,0.6394126172887845,0.6745693668147869
0.055972297393792836,0.6467290684903476,0.02250957822534716
0.4805871265791779,0.8881238073201616,0.6836330493427546
0.7934566126550139,0.1818472694304778,0.8503870551765703
0.3325509077918164,0.014378134797005782,0.13467286241523857
0.6337099004160428,0.337644328080445,0.8068253976528647
0.008653759517489479,0.28742858733025,0.36963557451119444
0.7389962313275761,0.6992897829946523,0.36426692057605914
0.6952058204260969,0.2861225503554299,0.4094551262412217
0.08119706984519359,0.8548305690863399,0.7496856432682568
0.12182796827684295,0.26805473855349704,0.7801531121445523
0.32168825585946037,0.413994188460884,0.682732408736458
0.6765544904361301,0.5079791301745993,0.5247319671155963
0.9464332353754905,0.7886241231812028,0.2983566211589195
0.7566987397783353,0.35071290204288164,0.5195378168069192
0.37683216443885503,0.44543125318392773,0.7247618743616011
0.8525800843055408,0.13886443745054433,0.326655630067778
0.380953020528788,0.8314450088162748,0.3599869393800248
0.870494166192326,0.8898510701566295,0.6595556365399468
0.5249760316009195,0.9661468930490343,0.5324350425973209
0.35000779227494727,0.37845700821565464,0.7794040566920385
0.5981214179024172,0.5145387540539021,0.03616608988616021
0.08776180728439276,0.0009886352370784834,0.12747330543050928
0.9109750271282485,0.25643231291169855,0.9418096658047077
