candidate_brier,control_brier
0.6509501535998813,0.3248261895702329
0.8817428953294635,0.5565866763965187
0.019132874792506915,0.24681477261362317
0.5091797841134535,0.053179428894051584
0.4228939714538221,0.701578148257588
0.4715292211636133,0.5788539733109268
0.9841935170620196,0.6628261873454777
0.29591761524466353,0.07306466293138558
0.6802982569498197,0.23116464810833381
0.12310553894621157,0.9845042470369813
0.06117059392022639,0.577106196914128
0.8603120083709066,0.4954548706538604
0.4608608903507724,0.5445486454969626
0.7382203306082185,0.6229463688202553
0.2808702434916105,0.7868333022666585
0.6999642351325648,0.8857763244794419
0.8555155903149685,0.08067185195218018
0.10684875337187338,0.9878539612009116
0.901100653299111,0.69844160438124
0.6817895010058853,0.21706594282532532
0.2697678910667881,0.4211698474252046
0.30533607240947647,0.6093928847025478
0.10549823197440444,0.6121488307026468
0.6551798921852876,0.7978198730264424
0.07702295738698584,0.024687064676525594
0.7526327243244073,0.4847783083926045
0.2782844994003726,0.8638228989061771
0.05090964153409505,0.0656896935513207
0.2508849186285479,0.02222585277309852
0.17250434784442992,0.28476237851070396
0.8407386667116302,0.2912961186126478
0.12655699715685975,0.5846420106951923
0.4736575370741992,0.5555606827971523
0.7418453814509937,0.39385778730525123
0.17032323090292056,0.12899520084743554
0.8890514902074385,0.23187932512847187
0.16551888858813568,0.09816970212343468
0.538712651218552,0.09615688604050554
0.1713643166778549,0.7508538209388284
0.23617030419539375,0.9784275793025609
0.9789399030846653,0.103219026922722
0.40392287067073807,0.3086270364104782
0.25162912950685157,0.7238580097218633
0.06973370657925959,0.3423533980286452
0.6103667078860815,0.7148723963143326
0.10074840446187583,0.35705431352576467
0.19517093840290967,0.47210477721991095
0.6467346763662298,0.4547036997588103
0.2609526474212872,0.13891590611089966
0.29584888394585973,0.5281974093809372
0.6498661476401563,0.05393846244238354
0.9350363391059746,0.7380712192913289
0.4105969922886714,0.616131532866403
0.8263957738715881,0.17875585860731147
0.5615188513548148,0.7635727935723975
0.5617839816323473,0.93242557920286
0.33909433931904953,0.22568917488232643
0.15258403962989486,0.4893112262158753
0.6693898767667554,0.6566655817214051
0.7101922315715907,0.8585515858836071
0.5575552006402755,0.452174961539214
0.5538770768687915,0.27204904690781306
0.9965641573302952,0.9595361826527053
0.03449835554279679,0.5714309311236936
0.9856995754743098,0.5680183140784817
0.42272139031623324,0.9010160885767724
0.899090358951856,0.5139198271388842
0.34950004254406497,0.33417038741479754
0.9843609444841829,0.9012537959423885
0.7365980827500549,0.7706430287304555
0.4399908057926678,0.4887025780235831
0.7495453241074873,0.8814102084660396
0.9040028900982824,0.19859925506219012
0.002805714896786049,0.8971446018135663
0.10054915984206636,0.9139424701715432
0.030708552222465935,0.41634209327289406
0.6848311677346149,0.1450566064771328
0.8438156204357179,0.19017623274561835
0.9312951440127502,0.5205765880613682
0.7521008500611228,0.6500194838463887
0.9180314999117002,0.9425597100708029
0.71950186010951,0.4483059069387342
0.8114476013100839,0.5396693998007468
0.3141700639185152,0.607389511142687
0.33488983728726984,0.42602852863776897
0.645478292384887,0.07170430680188689
0.5324647894814806,0.1727154268525064
0.1601843347427847,0.23706339506317398
0.45898686871904226,0.5113142417364059
0.3765348021146303,0.2967027463180669
0.781698312081379,0.2438506505187037
0.760217435584411,0.4675914078665616
0.3281197440879119,0.975171327696097
0.36251448120886465,0.33812287166537713
0.15517181214151132,0.5619067691236879
0.11508779775055977,0.10424685761397956
0.41999614208674296,0.19605225894488743
0.9468868581451766,0.647693703619172
0.02586102971179749,0.4158777344256006
0.535692601564381,0.42748298967946374
0.629313445010162,0.566758752077226
0.3400469334151378,0.2858866112414773
0.02036362234443534,0.9859512719230141
0.7414663078310015,0.2898807340797722
0.2647910073440669,0.7422274982803035
0.5640998755231699,0.5593840809946161
0.6150719495372434,0.3548632364669595
0.5338027051387916,0.2895158619768954
