observed_distance,expected_adaptation
0.13990620540839027,0.15608157101362774
0.3314510145618953,0.6122233364771467
0.7914424441730181,0.9401968081784146
0.48132218412461614,0.8787925547683204
0.7314470990435308,0.5109638759319096
0.3711034239537768,0.03367169517256763
0.42429915963198683,0.9946085715365248
0.5393086309182602,0.4665170032094337
0.472823209458208,0.4824557985699859
0.4492019396997208,0.46016882030175976
0.13663110854089366,0.7396459818685077
0.45935294404409566,0.8507319225845885
0.1358967369921772,0.7743610948774129
0.2547922842899989,0.5781694742509216
0.9134601745049155,0.5203362857910654
0.24411870905122945,0.4856203768005172
0.12608864415633825,0.814949609710257
0.14267715322382235,0.48530017386889035
0.7264392666470331,0.8207725547321947
0.198703805286641,0.8429935424545961
0.5321316338848638,0.613484377285486
0.6431406764619398,0.481731055043937
0.811345776261826,0.7247109096091929
0.8104196818673646,0.672864850119427
0.12986900071207208,0.64910718210541
0.6034673623522158,0.6106412163718146
0.7796770183564562,0.10045101058288963
0.32387977128025447,0.7872605349112155
0.13702063498503347,0.26668435622614495
0.2545692055205915,0.3333037094763752
0.6881537984639365,0.3430945555820254
0.5309379460205492,0.6846880859325937
0.5692329401737987,0.03263624223199113
0.8127832224201873,0.09580259418848214
0.7446060581616953,0.8277753121340299
0.949039852974318,0.9980966015585395
0.8423880934663688,0.6111881590011572
0.5782993881025695,0.5931700719755565
0.6011902186251674,0.07306547979865863
0.08387433599385052,0.2153671360843744
0.324663347827017,0.39669383088043364
0.30082364226775915,0.4609606723857468
0.2646809964163739,0.5913273475946261
0.4211985305729815,0.2057839275805129
0.7637687130903307,0.8918426120542542
0.8207370053358087,0.9660943528525779
0.46671554042633623,0.7838615725470514
0.4331191102227292,0.6745602605009414
0.040273768602016036,0.4174178423198177
0.8249950920700113,0.033387444783963605
0.3453873088261783,0.3392836388020045
0.17996175354769284,0.4759456482063943
0.553892883316128,0.09119533552991999
0.906141901016662,0.5784616381354629
0.712899017925574,0.6179962962708202
0.2446762501751616,0.019004274189153736
0.047705871519649334,0.7076677918564708
0.8221018734318188,0.0061188952806428
0.6979418974660099,0.02451629898046881
0.943022544808466,0.40221140153789536
0.20824857600307112,0.6879703085469597
0.636251999323131,0.5995350007354934
0.5595053475816223,0.031887852027834396
0.010533592312115592,0.33288553709505375
0.16625174835133272,0.5736147272152105
0.3714615030887105,0.5212871634807699
0.5075060148474355,0.3435082110149681
0.7503025236896014,0.11100430528343941
0.8188527396305134,0.07212354012890743
0.99023410016803,0.12070071074692346
0.3154320090305459,0.2687754720811355
0.34629619696945413,0.9344228300344296
0.012772853170099019,0.8484321959387896
0.7865231354954817,0.10855829366185055
0.6692803603234773,0.09616714398281323
0.018766462942812256,0.6548311024411736
0.3734495112803119,0.046342232743681766
0.2773183743728239,0.6790427582957758
0.517136962071475,0.7528116881186834
0.9843711366472778,0.10228655806846643
0.184185987381279,0.5370729661388058
0.4347270326462457,0.557435450606287
0.5902985634444464,0.5662191369688307
0.5431586864215683,0.26219801324488046
0.460031871558519,0.4589067810160139
0.520167433526302,0.8863308231349408
0.5599988890957807,0.9057839908152981
0.9045993315065212,0.07414827035680216
0.04010160660237683,0.26610437335227033
0.26208910874446356,0.9113133432396838
0.14004465485454098,0.47054515541041353
0.7687136702379832,0.4924965246098645
0.7487350561586337,0.46383935333874615
0.5248543702048154,0.6841639615817988
