workload,attention,fatigue
0.5108583690812531,0.8975916918546017,0.6395246561997617
0.33971553605249416,0.08332971422255087,0.4987757363198795
0.4357993568739551,0.039868311606138906,0.4524983945958737
0.5053264158794034,0.1887429900503096,0.7445695757623231
0.48340825396397946,0.8175720854839366,0.22778241157810308
0.6573837400914196,0.5564435910064227,0.5014211875249388
0.010038707325497387,0.20011708714192555,0.5482204506021405
0.23179472635213993,0.5373336111231386,0.8226879982131239
0.6143792975123218,0.13614475336804244,0.234334147338087
0.650973132266101,0.1623685830350794,0.28867767135501754
0.8053336194113547,0.1346137243166644,0.775645803828983
0.32825451795506155,0.5132716662994388,0.8666930000406222
0.065612342987177,0.5178053648473971,0.5324638398816812
0.46944905546657,0.794631086526146,0.15600513278807315
0.4534420243389743,0.9700452461281036,0.21047898378655416
0.5231339025068883,0.8823472933147284,0.7324615143461172
0.9152959789544193,0.24010713244830562,0.7084713592906893
0.4526001484609141,0.30768660212980303,0.4700711752775796
0.16382599274854015,0.125241107199909,0.13977726784712763
0.4553216498136192,0.022751036629178212,0.25111292417929576
0.42179250855888795,0.9627629189332894,0.6415458742765681
0.7883512040169129,0.8221417305139347,0.7227002982861223
0.37687854735067083,0.6471096837193998,0.673147237548519
0.8112392632664833,0.6118046745859829,0.7847126375389566
0.7819457798078482,0.20780343883237007,0.8284776003918285
0.17790673553589653,0.8494847382189794,0.0792507270295405
0.7493222723511802,0.39875936201854056,0.3838726441803746
0.37149517748272065,0.011013856092960905,0.28505123005118205
0.3623921771566443,0.42061747410461536,0.12447104947870968
0.7995047184044991,0.25024502830029316,0.0006784989850062706
0.3087735133932722,0.12520531041620575,0.4858294657569159
0.30964940841562805,0.24195257696265327,0.9927260175610946
0.5399952878540888,0.7775303619384306,0.27208653387546944
0.2904067913344266,0.5189534365356255,0.6859790146370766
0.7289468171690908,0.9155334330495857,0.007088779022752734
0.03319936115955524,0.2940628627543307,0.141907051741757
0.5083405149504197,0.547918142978728,0.8450087690193226
0.921778540405143,0.7326142974123694,0.6226663236838338
0.18763186881564586,0.3964776074638886,0.1833172574707188
0.9885362105438052,0.7786983061489333,0.4257816905046363
0.642789623383669,0.10426736695550043,0.6031459752422178
0.21126998363854932,0.7646155194863105,0.32731891263486834
0.022766132601709677,0.4296723866995603,0.8887709793620795
0.9857672740877628,0.669880210445749,0.41546856370776264
0.6410826185706094,0.8999470123370349,0.21622513650548036
0.7181921103944382,0.25414073893349587,0.5674015646967052
0.8373563570794481,0.906356642712367,0.9018461424064742
0.88879021129533,0.3990796294541301,0.44121815185320024
0.8114630163415578,0.25450567320941686,0.770090195335093
0.8516989274620366,0.7192788429617956,0.24158231065924496
0.7229004314782616,0.8350829404379474,0.3394827505097153
0.7002889032410343,0.5451208845028735,0.6299685165480533
0.6475756169667806,0.3439270729690672,0.31542523486913654
0.3209677335312914,0.5694439391075099,0.7643973379131247
0.23784433750844403,0.294137505120304,0.5482841140795501
0.6631218825496826,0.8128839025805726,0.893353394239722
0.8534404597285942,0.2403404653058101,0.9964310806618277
0.36491909874217066,0.7014119745577986,0.7623056890966082
0.4644400297032424,0.423082955549711,0.6664481898170985
0.29037784650477616,0.7762186924763669,0.37543935343921786
0.06212151708951108,0.7023349661416167,0.7051088827784285
0.799532171079119,0.8983151125066352,0.45051973870694695
0.5711313096376479,0.8745795390018277,0.6472472780654772
0.47761673542338356,0.0071326755554121934,0.4900792627758951
0.9010044255731384,0.3246339763576136,0.9838049547360939
0.28025989823640785,0.3934246544747684,0.0038817670183290964
0.1094095238557351,0.3995316695702146,0.3519152440556256
0.42191106845312876,0.010149831611141913,0.25175987109762354
0.07430426401815193,0.9069952595760894,0.9283050184636952
0.28462756954958157,0.3800431870490496,0.35208446018852757
0.5008414835172355,0.6257368283102442,0.292113066607976
0.7778318771242746,0.17448945348989708,0.3732979241528447
0.6450096789865667,0.22535998707517046,0.3952462194356441
0.34429717126953796,0.6544202005258575,0.40251021870984294
0.4934039072284876,0.11710656374343242,0.6436110500172884
0.7414117507662081,0.836069534725386,0.577175862002685
0.747035993943536,0.8332433423175495,0.17554051255765746
0.5122483324691803,0.05225821141080633,0.30478032656391296
0.26813252226980133,0.204543524043044,0.9015391915567622
0.024722885399997452,0.4798167731177201,0.3881778716810975
0.1805373133451259,0.4266869511670771,0.8210205328637825
0.9766197591038704,0.08084588517389968,0.1987149987426271
0.009685689714859058,0.8481041741922273,0.6982556672963454
0.4160486786602102,0.5703288228804289,0.7945985000613508
0.36538610244716807,0.6290227798241309,0.9367803635950064
0.31780928069931214,0.08975570987305526,0.7920149907425754
0.026483647013123446,0.27448151817341204,0.6019066571383054
0.9684089829757004,0.8629820652518817,0.7607052537391477
0.11221966244863468,0.9795503177155708,0.7591221102442364
0.6977130071247629,0.5779950015304912,0.40302532987765505
0.15594723908246466,0.08643026807295806,0.24891187822299943
0.5356425942877062,0.959023863423292,0.3895076680441669
0.5106619096429434,0.013418111386766074,0.21872702550061918
0.27924773991781715,0.4119659998253765,0.6116904143138324
0.5499718931037338,0.7746605781603957,0.03582740225025893
0.5353722876123721,0.42292104888637616,0.4363332322931288
0.582844653852483,0.38279078054874605,0.6112683757418665
0.647137084095162,0.3819532801759764,0.8295853478836286
0.507862565167666,0.026045637907272323,0.03926776604205151
0.06915333956786274,0.4276524003394918,0.13257024323902
0.3675064686631556,0.3654573898474508,0.6990369334736145
0.7580705071264743,0.40826663375879835,0.17824510193336462
0.3978361964769699,0.8926764238944788,0.7397878856078662
0.7416232203021187,0.7595046792905015,0.732949973450896
0.8334879248576199,0.8877552557497884,0.5739613801276968
0.6535069933663631,0.6241510613531254,0.14829265135181813
0.6284785261557605,0.8376879330223438,0.05682998887553581
0.328872696504257,0.4812824322435747,0.5202654784041778
0.7835756986223147,0.2271225203143885,0.5309996170331963
0.7932058475815892,0.4819651853207342,0.6178909535265702
0.5876501339823417,0.9992817563478688,0.019334033915546223
0.034447992716964415,0.3264796290940061,0.4771441711840354
0.8826038176781174,0.715799515901573,0.30044493925358595
0.6459830869470192,0.9276758684959503,0.23803764491063117
0.3650819003789316,0.1943492551283319,0.3538022274087874
0.936795910935811,0.2808631954428157,0.5539878973398483
0.6026513131011068,0.7122382013694063,0.5874905258943448
0.7338917962782534,0.7692802174669447,0.925660324975958
0.5823621480892945,0.9698868066319051,0.8219211711118651
0.10837344533875093,0.40579705425633494,0.9374253583698244
0.24379362845450214,0.3335074437782638,0.7656269685786387
0.01907359702204392,0.5142475638578768,0.18449743268806795
0.01493804118186759,0.5704665145511263,0.1322084790314747
0.5477566959654396,0.7036621302790399,0.882380951184127
0.3800359138219065,0.3323136220463926,0.42716704765515134
0.642316333736308,0.3588712669042493,0.2962786866649805
0.1440154232288734,0.20237279277222397,0.8398769963666898
0.8710462826805703,0.6477919241791626,0.2334605017013639
0.05477978126433325,0.5913627923298488,0.9243762037517707
0.5886854983761565,0.2780495432418385,0.9884859117036833
0.50221149114821,0.5363682186887918,0.8477048127228218
0.3957940684916248,0.2824548357113512,0.0779758244448504
0.025304559048535014,0.813431497142847,0.8718995899901613
0.6148775799738523,0.186278828246779,0.2497420194244363
0.05673285168165354,0.1446924044411526,0.34405774194206673
0.7433471163046023,0.9726972962328803,0.6201431955562946
0.24497007455553588,0.585973859234513,0.05050296529842235
0.8390026184025352,0.8492659083994382,0.19760544336092623
0.6250677396884794,0.7189886696222384,0.6040836224517729
0.5628746425449401,0.7981547360989794,0.39154644142497796
0.3272996347047745,0.469627260037773,0.094540749254856
0.9771033866008807,0.5625801961172224,0.7246628806506047
0.4580078031493705,0.5306502826063183,0.4673245074115322
0.786119183765808,0.029032395503269526,0.9858306883400021
0.7749311848582874,0.765353513981559,0.5296190686990256
0.8590569613438335,0.5174888455330375,0.26294339255554233
0.10188558084653221,0.36196320764659473,0.06899440229595943
0.7354901546300354,0.2362364422677108,0.36793983613012216
0.11978843351462298,0.13102791693290383,0.6910052257009598
0.9075377463831521,0.8196204205493277,0.6211105432942897
0.4613995325611723,0.14852139467117031,0.125327332552703
0.6744608382712343,0.5841418922524925,0.8568701750287561
0.23147829597996483,0.5242368087855637,0.645166322646552
0.35437585829106377,0.4590734619117205,0.5619747453764686
0.7785799656194528,0.48709138362102455,0.2609903233454395
0.54010599962001,0.6979912560775229,0.9139371525902755
0.6222254594117176,0.377639159889843,0.3209628218665068
0.7817260313080459,0.10672827324000234,0.6382786124848572
