baseline,after
0.48155945303023295,0.6832535176066389
0.9745507495284152,0.9479887680556934
0.449472704456239,0.038882171148175604
0.7892431215614008,0.8718463888026513
0.5643415844033891,0.3218300207165078
0.172539877191084,0.5023008911432006
0.6722778283440528,0.8491719158557668
0.932936385194171,0.07988951104210462
0.17858183508477043,0.4433311294803707
0.847801382398572,0.9891151174378177
0.8420439877557155,0.43689522650289403
0.7212421481393829,0.5365430895520646
0.5608707363003106,0.17130916993752154
0.8499842971345816,0.8079144267355407
0.18553264619336962,0.0026441956340840234
0.22175880332897563,0.15210003060379418
0.9911059448780719,0.9780802936437114
0.8115785706966504,0.6157246101288716
0.7820173492576259,0.5129924738208569
0.6325406003840007,0.4161941059427189
0.29749704535503463,0.6135380602826398
0.8511022575056072,0.040323735869685295
0.6480312718240981,0.7069604156780517
0.8235090377616519,0.6442520746346073
0.17057041280153135,0.7506814529797512
0.6225697779755885,0.28000567005867194
0.7496319184747888,0.27854002542184875
0.7094398389243692,0.7503541750002922
0.6242331517117193,0.3907336221282318
0.2499429511814528,0.4312439474899987
0.45500741548759693,0.8199080938102065
0.5289991323301828,0.22548193182441056
0.2269653344958346,0.79141027444157
0.8762294398958628,0.14515241854902083
0.4650830135548488,0.9106524920487553
0.6953177014820168,0.2956447520905955
0.8563055377790034,0.1333804391287846
0.48458965614497707,0.14976164665552438
0.38318181634176374,0.8979344041896361
0.9919059322334799,0.3422073110552142
0.6021615517688413,0.975486607568139
0.9683459101827546,0.29279512024451804
0.6981966019644086,0.6559551866779404
0.7164659655848048,0.8363119057178944
0.71705569628641,0.8419391623038046
0.6688628522947716,0.7575429187773262
0.8383654606628758,0.1741785779565599
0.4921235016062647,0.849420402117838
0.29497585650790625,0.9325370939290327
0.9665796029828141,0.49093037022745734
0.47648232097845844,0.7804620241902489
0.6297655740378849,0.9303416975633024
0.6634774960099393,0.9883254035126016
0.18259824216648063,0.3004753467588964
0.23322192647487958,0.0604013385766734
0.2475271050228259,0.9761634337208028
0.3522070194861098,0.7720118801871806
0.7416694459791258,0.574452194332531
0.20919196062749326,0.31162126553102965
0.30851229581525264,0.45300515982126155
0.2648984944097462,0.6625324273718567
0.657046871889218,0.0972955830587342
0.785232125743417,0.8958208440779862
0.9353773806091583,0.4115695211792476
0.32269520995353795,0.421248971166295
0.15021092725639038,0.2842879664470527
0.949252246604416,0.9994159420757135
0.976896032766388,0.1317883300375654
0.7132303559571571,0.9326537594258318
0.6210407822084738,0.04403449942096804
0.5688008474704581,0.6486109743581812
0.4646235983174669,0.7243670058931303
0.966715556144447,0.9349653906331392
0.7164673510348891,0.5909858394706354
0.7268104512425637,0.3037974736183551
