treated_post,treated_pre,control_post
0.7236454059122874,0.8485563101243637,0.26257972963401843
0.8187845664231964,0.20139467020778756,0.6023954069052796
0.11391507590083527,0.03718109635506106,0.8811108572856233
0.47602702598230706,0.925399643332441,0.5062576756826325
0.4415451657531858,0.8653020792322075,0.41672331063729373
0.5621743937207052,0.8634440121694845,0.8141460292028541
0.4597649973950352,0.08671433410699125,0.7959868056032317
0.12716284787457321,0.18098735174332337,0.8431136371160528
0.9704760654929322,0.1084691775098684,0.01990325619302058
0.05411186949757574,0.2707927434165689,0.37219210250431745
0.7185257800038869,0.8010846577874263,0.13392731215452958
0.6921490231741483,0.9239054165780964,0.26314911969458854
0.21126350918717707,0.4338069717326549,0.33740965172483783
0.17646495856621713,0.29176432898418037,0.665836129838764
0.23123486399869386,0.9416467269993495,0.47477789526168
0.2208991013544308,0.3522426342404277,0.4435514754805213
0.011824572492200258,0.46359829080246706,0.2259431739768083
0.09969662113223621,0.4525972832687819,0.1002101833209752
0.3139478007553078,0.6518116501266782,0.4272555814863721
0.4342365101558784,0.9479871892811383,0.7556567936616673
0.10527396512358,0.8541006754616911,0.7130527524334672
0.3641647633771077,0.7897751127846903,0.7782520916202784
0.5257484074736173,0.6458117360404241,0.014818386985022136
0.5812711791634638,0.2934966070170719,0.37552985912474346
0.8166423955553063,0.04080463979610416,0.7907730970097786
0.7561666617246834,0.8468451361593364,0.22477433707329741
0.09636525652005157,0.5090025873181289,0.10173759666288484
0.9913060481652214,0.0749871503241426,0.38829463245915785
0.18028424874422389,0.2935983917414394,0.405838664314391
0.7991484069164059,0.2917572571364411,0.5971813450335677
0.5487440123882086,0.9689180888945159,0.45174060046493736
0.43487922116798483,0.06548435222666471,0.9831469977316362
0.4440910910583251,0.32072991446257737,0.20891136449928638
0.027502327147988392,0.7620604863044403,0.31492617937895295
0.39337258177817747,0.45677499716846115,0.8003112711834692
0.9125685865985272,0.534424553772952,0.840480791321679
0.6611728896819875,0.4031414885240878,0.12139981288938684
0.41201979025244717,0.1465370849596943,0.01997729799363057
0.5543324755506788,0.7057466737857577,0.016302075608032984
0.006608577626333378,0.4665778806465124,0.3792721723686371
0.08778817615976753,0.5035114051299796,0.01923188469356285
0.4654164414803533,0.8056826461327122,0.8312972602781821
0.9058605855770844,0.8919435531274252,0.8724197024191057
0.5338113696628402,0.4570201830291737,0.5908879035217515
0.856553452694054,0.1429625089525367,0.36169785513493224
0.519497984117345,0.7532534335352603,0.04804981953608789
0.8477333364100854,0.7059185325434351,0.973807132575681
0.6633402431305441,0.5128278751247246,0.5707169164192822
0.7849330379008478,0.32532733011031145,0.18291492956062816
0.13093256070780346,0.0765838729344982,0.17386328756889247
0.4475590951979054,0.6751549491804407,0.30610047164897913
0.8220711124667595,0.022619276879725425,0.5808081913345563
0.40922858435870935,0.4061724464184693,0.38610014585379304
0.9723463417360141,0.006673124075585846,0.9686355708198607
0.26523064036601685,0.9080042664972837,0.7819589083917995
0.30080951691857605,0.08915437780881663,0.3570972390103643
0.023313014631261675,0.43003245985542404,0.4834774670479566
0.5762630644057241,0.642490169011654,0.8231767388355417
0.6373987776193473,0.509040000442399,0.8444673633640836
0.15137087814612415,0.9113402057839426,0.37580100139890915
0.5216124344209563,0.8050970604748039,0.3645113269104333
0.09560046820696388,0.6610742068467176,0.2954710360954941
0.7123289246765054,0.5126457886599669,0.4921213602364548
0.9956706784794245,0.13128811487534287,0.751562895457864
0.4724461507857288,0.3400541519077699,0.6726403834335287
0.8353853155502534,0.23625476138061352,0.24919602857937861
0.4275052362711963,0.40146151130390006,0.35832317999078545
0.4439319795511547,0.07708692234281478,0.3652719865455911
0.06823814165357533,0.6774192576059138,0.12302584531016458
0.8508204954959966,0.8112808788841709,0.6602104677977251
0.4482911044571162,0.7936043535941953,0.4320683771976497
0.6014593423212206,0.5531333070287565,0.6409722298995753
0.550583839437527,0.14257497177284584,0.8048706753018242
0.5391991018458379,0.389120790382229,0.7414071891307391
0.8891809322917203,0.3602726752482296,0.07674385758475855
0.9652793241350409,0.16519417108031265,0.2613743252357723
0.2790702247254965,0.5113812843351546,0.1817796596429999
0.8371065637019792,0.27959831851175354,0.24718855785410276
0.31634135426792453,0.3366488236264352,0.48854558282673
0.14942863648604165,0.8907153309352089,0.1783359567923708
0.9500293978789858,0.887123369599316,0.46167898424734477
0.12580754389477766,0.358257244610113,0.6965798661563832
0.3246338074990899,0.4347874037248407,0.2571581481412586
0.9367338362439015,0.8781641987937253,0.14969975078859843
0.089081599005991,0.04500641040439135,0.6830908160391004
0.8268998900786818,0.3522432474458812,0.953091520695281
0.12939436409469163,0.16143865065210672,0.41533112079038215
0.8766684674902618,0.9439269387978688,0.4303360651297632
0.5333422160676865,0.3184661380191749,0.9309814309312415
0.1456364298112297,0.6793553928305618,0.690391018718529
0.4607689846373396,0.26996691014713614,0.8745567923983047
0.9782550600091282,0.3646416224582104,0.7091996282552159
0.7544172893134791,0.9834989324232741,0.32625885669274735
0.8910587742944701,0.48634856782526315,0.5425042757920256
0.5096977553323424,0.3236264135081198,0.6861210685755311
0.6800512344779104,0.8126654658462035,0.6934948089618501
0.301089521047358,0.5794524459571504,0.6615542591417847
0.8883392072852517,0.5739554263265901,0.2784723953260083
0.9108176988597938,0.46229092402735183,0.8507918899123472
0.7140597798505655,0.03450277262005741,0.8103034259188955
0.5084405904269085,0.3556961530513606,0.6853796553253677
0.8688627297961175,0.4506789479498986,0.7962631874819671
0.42239223095570855,0.2226546063449698,0.38720024097194217
0.11550902422337694,0.9492002812358099,0.990528723860517
0.25935763640750487,0.5450414220846095,0.5617929951603245
0.4004583387257622,0.46323636095215714,0.7731624421213444
0.8350415375588122,0.9353820574384613,0.9917862414994775
0.2213999519128711,0.35036083906426296,0.6464085199521565
0.07499274791762434,0.7363413198254904,0.8175281725559768
0.6647040156566478,0.1738981804696923,0.5692953514083828
0.12843024093811173,0.4771480683455096,0.28427745773707325
0.1922258957423043,0.5010277061962561,0.37362913117129914
