consistency,integrity,conflict
0.6218735336635315,0.5939290011206395,0.5781760787832799
0.8960706798676165,0.7189623602322328,0.24285373290995205
0.8424969229699397,0.3539788941520625,0.6637387180795089
0.4408560731482637,0.9528791136505302,0.5317865972338468
0.3687602822613312,0.0730940100794586,0.15521453109632843
0.1155909308396672,0.8956808715028466,0.7820057152693403
0.7940224262324924,0.8816862729528806,0.7372049305265227
0.513305217813423,0.9353838143955896,0.07590115560474575
0.34611090111786735,0.9399233382343898,0.459922652239956
0.2503192465937618,0.39402361372115136,0.04292076907459019
0.2300196558807044,0.757154400945844,0.7515225332631927
0.4047178057581522,0.8630281358165954,0.12608965867362032
0.3698012924041949,0.8840189553655454,0.09113854600555504
0.5802991802424283,0.776297839393677,0.8284369542553308
0.4939049807595932,0.7249368786588715,0.2574279872949379
0.21991338107474068,0.004290953218864524,0.559844629597514
0.426220596332773,0.24267102008054486,0.4289842467494015
0.6533650995042835,0.33382362184025083,0.09543298822560908
0.39508866403783494,0.7442232498968411,0.6588224600733347
0.44178582638806596,0.01106919663804029,0.6105482526914177
0.8206134197150248,0.2933718738254111,0.7736724022166811
0.3861520445585195,0.9018266152333153,0.7182688421116014
0.8037432845264431,0.7559255240088145,0.8192236378441317
0.01073999164535433,0.34895303745448536,0.9389105338893484
0.9047551133690114,0.0776646890649525,0.029719336058077084
0.3900783210917602,0.5456123367655075,0.9644000288323616
0.9493379480762045,0.00299005595088897,0.280054057397328
0.66109297393104,0.3026089799789218,0.7093858663055239
0.3593415141511447,0.34837192918030024,0.18508096605619506
0.18683685247125803,0.45984865459235347,0.21620030049883632
0.9609122898888207,0.162845927174171,0.8165633053486304
0.46700045748777186,0.07567218714916302,0.2966052162866656
0.5213571538505616,0.183405889389193,0.9581516921089865
0.9431140239887912,0.6205342990480198,0.7902202500640771
0.8937892705792392,0.6124180887035913,0.9992178834971344
0.6833862372054925,0.5102216310965004,0.7911035520133344
0.5542315283030704,0.8338470217710748,0.11521883600977001
0.19772262786611317,0.8256444035246787,0.9292050838392214
0.07671339848797365,0.6075152021857992,0.13470909743283566
0.44263457328196565,0.27661572135720114,0.9494952431336254
0.10991780494763348,0.1607549118346756,0.12399056012549481
0.5333888311717848,0.8823951082765673,0.3496760240905624
0.4374310396242933,0.7966687869961179,0.2020719975282378
0.32873922141124745,0.37852621958845123,0.7004967590828816
0.4309355970463292,0.17268440295045784,0.5857576924178272
0.21356759886512056,0.36162487236493246,0.7447634012763309
0.4689740339331555,0.15957878804695103,0.4764026354175771
0.5572369882292858,0.1307728659646069,0.36948776921228055
0.8013843025905069,0.9557553298973009,0.3182081511540493
0.22122619641201402,0.4484075590269462,0.9930366715273662
0.3815587891649177,0.7217390707566539,0.7512816448063622
0.231192385168429,0.6135980252315535,0.7918072564205038
0.07742130411515213,0.8155542363326466,0.0833877753774922
0.18067867831138784,0.9899443537754976,0.5423558334939935
0.5282781380424818,0.45090581617044934,0.6638835600956613
0.9836773506995535,0.9884709405342486,0.018943525724347654
0.474036674191319,0.5341548237435682,0.31136321921188426
0.5767278408090409,0.7735029330878217,0.5337980041273042
0.47873540273187354,0.6357316192981849,0.16451664731399374
0.3568002388915057,0.5000356150050144,0.8587937487008438
0.26803735448106336,0.0495776407783336,0.08539077683587548
0.5219600711079487,0.5809246360626388,0.4733354651701005
0.8562692250508683,0.746631242100422,0.7806132963280464
0.35705164442105597,0.20406788184616687,0.2648025438639925
0.9961852719906215,0.566815955002386,0.4052108823345434
0.5493231692923398,0.6802175632294105,0.07682729513873865
0.6388730235461859,0.7282110725203426,0.5232432909544322
0.34225192598777576,0.06888841614997265,0.2219097514870204
0.7513880178172109,0.7001363221389807,0.2731698546744853
0.29291551408041094,0.3243848796019646,0.250237910122188
0.8614828639296845,0.22759361903798392,0.25863206496496616
0.39975613822198897,0.6474858088848114,0.5796159186182088
0.6497232047723193,0.6481926679489032,0.6557940744934223
0.02251495360759581,0.642937506055511,0.658369935173596
0.5499874521165162,0.8331012953275346,0.36915306692275085
0.7017478694723973,0.3019995765568101,0.4292140257999938
0.39226486246569914,0.4220020717435826,0.27273459003616984
0.28959522451731035,0.10056015052321399,0.8792395577413837
0.2046232012612359,0.7341239970483902,0.9506645520547046
0.08034360364212356,0.050009852979815084,0.23897673424305932
0.8140295555841226,0.2907956881360406,0.21679782436993145
0.9034058454557963,0.7092533895498968,0.859379931082428
0.7735173526206286,0.8604986311049709,0.5766997021385452
0.6209450563039016,0.6198362521429653,0.5722166841417582
0.8355851595319241,0.10530548494469072,0.7440616464774881
0.5675664284144566,0.6708296956048133,0.00787207399839207
0.01072827552469513,0.5099615362159116,0.9310021291053677
0.9756765566399916,0.6350818994513052,0.553792311929683
0.1554250332500604,0.16971173129191575,0.6617059151570249
0.5420826156106597,0.5113859636784817,0.03218599251296428
0.293106118609191,0.19761619036437517,0.10716798989480891
0.2627888874982065,0.23679411483123014,0.7585147354050812
0.6873809205859589,0.7597835396819922,0.9170499684217086
0.49437729993304247,0.24094010461843407,0.6003282238526712
0.2873533634374902,0.1341565030989076,0.8669748804104545
0.17752770486051406,0.5126877140568348,0.9566644385164151
0.06461659943310649,0.43619742346086887,0.7719511756864403
0.7506998019568444,0.09006064577369755,0.6792948962061278
0.2584149317056018,0.6494605414511322,0.9521251140428422
0.7948944450567885,0.4266660972784524,0.11747445628890185
0.40514958623090025,0.7636087729776263,0.2020260502770903
0.7233300027303532,0.474489217895797,0.4125253476474323
0.5907291503168288,0.19994646877695976,0.8849313383244068
0.2112944962310065,0.8396700217821161,0.14973642017751243
0.06267858257814907,0.1438668883564881,0.6460444758036407
0.34522402891336923,0.26172060632537364,0.4057969895607999
0.6862374717362458,0.26597368643512265,0.03785680318151696
0.5874661714524739,0.5027740784423821,0.13540608675681198
0.2852347270380289,0.7508785570411105,0.7735984835912273
0.7413438152441538,0.31266957280051766,0.0719568978025068
0.18926459618541314,0.9816640377960358,0.9902402663580291
0.5088733091354756,0.9817547666841256,0.49081624509645094
0.8940383584331324,0.22368043428635365,0.9109361189193514
0.135663595373548,0.2413867700406257,0.5376851340648924
0.6993586048443959,0.31419430630105116,0.6119902087981262
0.8640641672806271,0.374852558460119,0.697208435670621
0.9011355712501173,0.19166303745764623,0.2370617270826646
0.4358027826827573,0.29812482954181774,0.10989789134524719
0.5726081325248709,0.8215436730426158,0.27461955817477834
0.7889279399457132,0.6746377031301602,0.16312478306698897
0.48116433646069134,0.6052607534347247,0.8645932829214517
0.3313506146949806,0.7400421627797912,0.6053484841002141
0.4976024950898613,0.556460729533801,0.5180749685102614
0.40808606479828147,0.0583542375931555,0.36521170412417236
0.3396912151984419,0.30056703650420113,0.4470788370459047
0.49600722512680706,0.07647056433241783,0.10461836248271883
0.6436362292453279,0.06733218805331209,0.19915230674502982
0.3951288744516904,0.6144481476627409,0.3199635207483421
0.7540920407971062,0.31436598215811795,0.5170535420058339
0.9221254049379793,0.7445788558033101,0.6652472479265994
0.7273734815589347,0.9799066528950731,0.8174677627819726
0.08612803338716624,0.2672802031081515,0.6542321530291595
0.14910650283451954,0.9315846125259863,0.9262564768611192
0.6093200506053609,0.9455183017685479,0.6625781356737747
0.07023503142672882,0.26408132216519176,0.5452047764303474
0.22452438746202952,0.9690823535362999,0.11080515723507378
0.8859801492410124,0.8174928311555288,0.5910756728977592
0.6136918117080927,0.5102365852335478,0.8868771371478404
0.21561000844063716,0.10409060334746756,0.0927184372715869
0.11160850333680561,0.08157909098745042,0.7659746243496296
0.39288046056677994,0.04787048548964856,0.4656397820995424
0.23645607579390115,0.356639141020059,0.6160245147425817
0.8599742620833971,0.618388891695748,0.7304957350914466
0.5597170259328864,0.030933631142056273,0.8358570250441544
0.30449044696093974,0.9578448397539159,0.33131626593904384
0.03821525407372828,0.6773000001840515,0.18720130782212852
0.13424072334552184,0.5880978150622292,0.6712472716472919
0.4132889327520398,0.9424253217544801,0.13651215494674385
0.2637474687079798,0.4942384633077864,0.6059536990521274
0.7963653292039422,0.4164949914865852,0.10769472776946698
0.14763084107311897,0.45521157972188797,0.8805650253058777
0.9632966478070442,0.18931582405488,0.6698937764239846
0.873281996137945,0.8974641173751562,0.815551317515177
0.9623753152504995,0.5473757107579117,0.5991450135448415
0.26723081113610936,0.16460229662179648,0.668118495948019
0.46947952544339355,0.5573750807914207,0.6957421126580449
0.9648662280227294,0.47838996147949986,0.794381321609932
0.13707454592287538,0.03606283099749896,0.8554549818285583
0.4008158265606553,0.3074101004849481,0.01477725815904607
0.04655859137471563,0.5189757721275633,0.7154737434143342
0.9507755040209117,0.6221261307926865,0.6703315520568782
0.13252811634225747,0.1855194379583528,0.40258911892312355
0.14689007017666134,0.41068489506086614,0.46059731725128084
0.2553121181322866,0.6484440308546471,0.2855472044114057
0.6841075698551291,0.747338614431164,0.514885048916494
0.855071354997825,0.6324112374010155,0.4872604316549797
0.7337811762237829,0.6388263809521268,0.7732142734728894
0.33531273438917264,0.5334005816211029,0.5626432791514772
0.7303345671126431,0.458343167170726,0.87047274150111
0.36913472772913947,0.4330017521894599,0.7568212457057049
0.853858892270803,0.8736288380710657,0.11789405407699438
0.18452408757559946,0.7980664251844125,0.9204992444440359
0.36468971206222933,0.3292581784370979,0.7700973565831596
0.7283572420370835,0.09336850232917171,0.855081573520869
0.9358577899512343,0.06082742515426032,0.6438137687851861
0.06607835284284513,0.26903089700545324,0.24280112998554892
0.7228101191786395,0.5193363042989719,0.7797319393382705
0.274924048590394,0.9161015918615467,0.7363516891880546
0.32828177134193404,0.4569643829560025,0.8531091040058066
0.8819224001441363,0.23172185559802383,0.6571984082562743
0.4832426656832731,0.902278395925013,0.3968689861385044
0.18689314551814873,0.1640994126658546,0.7729479351822943
0.8374269543375198,0.03317004710266591,0.8272445686424335
0.35079494367612674,0.7385126732923115,0.674492218880181
0.3062726615105724,0.9889488595088377,0.29134549734605153
0.09249308342610452,0.37944524189048945,0.9571928760078184
0.4903095604165235,0.8099994232217068,0.4985442500269457
0.6542248428978895,0.422795246165225,0.7834557866191703
0.8902000243979525,0.2251348844237283,0.37874640475771115
0.3258068475530683,0.2648367162025359,0.4778449223611577
0.2591594834917299,0.626187317181895,0.7272347748888299
0.1451373771952128,0.39974849448830496,0.4767087291557983
0.3398142448819005,0.7141570497808993,0.7303131898197172
0.9936241727431497,0.9634239339333238,0.9264957937210495
0.09603808428521532,0.2953995184763747,0.7577802258443602
0.23379367525708872,0.5225822550073188,0.6208800157419363
0.948756491909586,0.2567148574539986,0.09288184660087817
0.9495781098219602,0.28037243463391537,0.8259601096862403
0.3072239351432602,0.0891289140498347,0.34486709387633807
0.15930463697163966,0.7998612007764867,0.16198395712575142
0.4617485459534011,0.7450063561086253,0.8521601707859815
