baseline_utility,new_utility
0.7103530891815418,0.9098266089182087
0.570855037999026,0.5370648476492128
0.3248122356369615,0.7466181483377688
0.2975946212415519,0.3219832938201703
0.210056588497754,0.7145863938436585
0.8133894622780687,0.8250683504174692
0.3819271565843857,0.6221041033047859
0.46346525687772444,0.4801137635983559
0.2335168571967784,0.6659711391479817
0.3079135073426442,0.3536041824017958
0.4445866107908728,0.5226295990595611
0.5998484060573807,0.7165597177834951
0.3298654726344916,0.4817992285404399
0.2558048114564563,0.42454021088226856
0.11471524108695508,0.4416534889584439
0.3084508651450848,0.7826507580659733
0.18164677827652698,0.05987936490615431
0.1468263903432827,0.5943373095456421
0.5953333067939257,0.8871635613147247
0.43485049306847645,0.5196057492606173
0.18282302032946374,0.5767222900202406
0.10574281640216276,0.7099742282263282
0.7902908857771284,0.3742382173133725
0.012387726778913533,0.34773358635619933
0.6761171208037455,0.957194163979442
0.4585552173565338,0.8716973832443249
0.23134412400513382,0.1437589350216859
0.5369710281066219,0.2497726422369324
0.8254639452276452,0.9956948148548134
0.6679171284931065,0.20915534748236053
0.329022391037193,0.7400046296164688
0.09014871852712147,0.8716163203872741
0.8895511988354329,0.09259086639752634
0.9766466705923927,0.9951445038787713
0.9424241408231826,0.9881235007440566
0.654421962640862,0.3353684321181255
0.10647424048310883,0.9131831754614461
0.3161086263877524,0.6166489078502617
0.9918951735986731,0.5471181223955146
0.5910123411458426,0.22707310490061405
0.43073395695764116,0.9819746239686131
0.6215914648791144,0.9366007528531044
0.8396541124248285,0.04461965092912967
0.22902552302902235,0.1431785770474593
0.08133425523309701,0.4928713292771332
0.9314529882012921,0.3955501542029536
0.8687778997623313,0.31705480206003855
0.8712501429810081,0.03764706464160439
0.34593942942453293,0.5538236086649329
0.28307344785585176,0.2509133121023224
0.5502143046562676,0.5111340686175877
0.4978008441143502,0.6307726008058251
0.7180945284241844,0.6549347492835444
0.16819845047732584,0.8184083429263522
0.15049572021304092,0.030130718607718432
0.5242829872390166,0.9476111567324165
0.7879031610264253,0.5822318212536001
0.46246894573296404,0.8044363455774713
0.9426921346225071,0.16697716730821255
0.17908258378007946,0.41788821975048307
0.2342842722679851,0.35037249959370986
0.6769022961297251,0.7718092824322503
0.043271598253878385,0.008008453814743688
0.9293868141751669,0.5780613760567562
0.17947402203591334,0.12451269605507498
0.45338703602089114,0.378336040955768
0.20533074328868028,0.08566860074094551
0.0852750418176933,0.21254057914260505
0.007752504273129679,0.2733703600085984
0.697265248930352,0.5377754465591565
0.9552313092531021,0.09645506280538874
0.8303659957814123,0.2563876687835538
0.15230987876797097,0.7592375292704001
0.9660329790018016,0.07098530482459253
0.09351089433626791,0.1946716645986154
0.20958804229655204,0.06119790950028903
0.03375297261684296,0.484078112206517
0.9630976367673213,0.3598900490300977
0.14130138371432277,0.6901446114416515
0.28753402889263013,0.32283795173524277
0.282360407820481,0.6169917266910151
0.6759111593348923,0.5220117899664607
0.5111262136170253,0.3555109456034852
0.5089831412888669,0.682965094102354
0.12780862744611765,0.0640250405834778
0.6180549257427467,0.5946915293097733
0.6876384977549246,0.33580431808262146
0.022450090037992587,0.8732748895478607
0.7686275628587957,0.6207293619429695
0.32839469384934306,0.9350768156384882
0.5726618261742721,0.0787072199072516
0.04506576206410762,0.9429148029113836
0.08252128622142252,0.5511153922989218
0.19900873532408037,0.7182781779660846
0.007778573398350197,0.16108877293715496
0.9841388408569867,0.4506294028714619
0.0795143042163734,0.03385911611788783
0.21233198661054764,0.5145027289309702
0.1530878540988927,0.31519119296017206
0.3217427953505376,0.8725042751687606
0.9176732173776049,0.036169384300679286
0.526557113560684,0.9918518821081227
0.25150843132576484,0.28718169297070073
0.719142022896816,0.9868988999737891
0.9029599321600296,0.6382777535314955
0.3728727558061258,0.8361058114647104
0.3706131424362976,0.8710316948094915
0.893218053877997,0.18828942692801653
0.5836757273067911,0.1321407703495655
0.7818511147942718,0.8234024585325804
0.07234397051654484,0.6216461157693217
0.16422797762808294,0.5896589787103993
0.7325770128527821,0.822191722665841
0.5641932690882895,0.21825415108648993
0.9024557976115617,0.20585404524280704
0.3026998133599944,0.5333677963955484
0.7562720736889224,0.10187392116248517
0.7950187876656494,0.25112245280137313
0.6405172264446308,0.6769825148040779
0.3569102034181413,0.41113373823722377
0.9100843487336765,0.03373109986496703
0.8309766642118664,0.6372049473652434
0.7731894171935029,0.054279573716707774
0.16978934257440748,0.11056285559866841
0.8612738299605052,0.30811758908988274
0.9472587502566161,0.9471610216144026
0.6684277130479647,0.972232434888656
0.7730658716414125,0.38805649053509017
0.9631313002997646,0.8958423625324541
0.8917919087481544,0.011506426134153092
0.31104465242514034,0.7383769548562101
0.378345068558405,0.45730330450219425
0.9546834276071806,0.8565260502137699
0.9220646044535376,0.568924073440612
0.21038850254056596,0.4682171733799392
0.8581705868149933,0.5641822118882094
0.6793516398227598,0.43109836968723303
0.8768102205632096,0.6960393912722177
0.7627149065211333,0.12895355604508596
0.2920476370314805,0.3005108756713687
0.48769954560800155,0.8057969638934801
0.7771205412554659,0.3045757826533416
0.7258957945831386,0.915921489022183
0.17334605135533765,0.6034371411510513
0.4494005545032713,0.7043024985572469
0.848680073449013,0.7492532067212788
0.2514458801284347,0.5644488941670529
0.7186407130802889,0.2790647958946749
0.9287375371367833,0.10854455744642677
0.4962343624458193,0.049997658916349996
0.8313338730510952,0.3889388911992818
0.3784406968869687,0.883321620050549
0.6156601234270357,0.018117655019112888
0.8243283003834447,0.6678256164505287
0.7530581872785717,0.7990845716947326
0.48161171540758485,0.040960728834858906
0.007016753356047456,0.8001164285447552
0.21778937808660703,0.5017450828174057
0.9391691615561237,0.35688227200714573
0.04172005891838937,0.42310032493048355
0.5723436970131911,0.7090446032915518
0.13560594035373819,0.7533877964728767
0.7674895207730253,0.7952364368784001
0.9718725379980743,0.5490758457377773
0.7624379194154827,0.3214304745732449
0.6296756159192262,0.630743477344838
0.9761546444105877,0.289560267885983
0.5750407750558331,0.03968038199313406
0.5341333319766083,0.6649229276424177
0.21931887846733122,0.10991338679709617
0.3896618260750937,0.17398597766122226
0.9434502713219439,0.2393100708971797
0.3957291639031417,0.7868433477111239
0.6441416731394976,0.9857176943456485
0.21474119102786493,0.8392944246291729
0.9529684826258061,0.2928397611625445
0.794079783660373,0.21353489448506868
0.7120224602553006,0.6267223881720645
0.9675549206124898,0.5967991429714454
0.5807435666799787,0.2097127565238337
0.5432216553170743,0.6443595624956301
0.3162118207447181,0.7781163739066697
0.49611552293905326,0.598477465864866
0.7738822159807738,0.1233536366853144
0.5427537765088437,0.7250091518981917
0.7354959041894961,0.8737100981243658
0.582036269914724,0.6732973131445894
0.0896843955823502,0.4169560235326827
