rho,previous,instantaneous
0.40526453689908293,0.09187454917171867,0.7860332257331202
0.36702405886129696,0.7817689056264698,0.6337937021134308
0.8992388224295793,0.5755882946394663,0.810663440164273
0.34731975000828397,0.20964895853085175,0.07792395158438292
0.24052747780538652,0.10558540183292842,0.17521264391392044
0.8884777478739304,0.3406071531371644,0.04135303915922839
0.577591866830859,0.2736744813031089,0.9370349655292848
0.5786114982781422,0.7675921856983291,0.344462362599547
0.9925630248569842,0.8191638320485255,0.9608358383227902
0.441545728790536,0.9332873102549587,0.21316696901007282
0.8520924001676509,0.012197728002204533,0.7128154738124387
0.9203818356756293,0.13468487340096047,0.6867073655147746
0.1532356789768392,0.8127124908409219,0.1312981113294005
0.7880745625830432,0.21484933880658763,0.740468437223301
0.8046592170723812,0.8174312141587912,0.9586862593105566
0.2874805057766948,0.5096873132533323,0.06804494148879958
0.2656361460432207,0.5461087922571012,0.7755627903175061
0.7139483561048331,0.3599185242590329,0.7324460472191711
0.34635304388768784,0.8377790059923547,0.6719857106506671
0.20271715242774546,0.3920987262196738,0.14194439640538026
0.5525873831712164,0.9690954302950525,0.6993754942551753
0.6392355492452861,0.2950520771096077,0.49983429938826607
0.23483514476409217,0.4658163352315151,0.6980125057555117
0.26147147837075146,0.9384149741536655,0.9413483331852891
0.9377033108826823,0.43646571014239854,0.7159916599613436
0.5316272918695771,0.5523370078475042,0.26214478671214503
0.6031908995550657,0.5492993597542862,0.2995685195418236
0.5964474030197928,0.030923850482611703,0.5265195687541319
0.7382071746641152,0.5960697600809707,0.4919768914022806
0.6475702948827108,0.2697414841762731,0.376790071571973
0.4227802459063209,0.7519476460548011,0.3397736020023421
0.4782054325259637,0.10898243664104645,0.2144429908753821
0.9293711247467646,0.22473099312839406,0.6696528529227833
0.1325933501110952,0.9804563949743651,0.021499454956529274
0.33733350516747174,0.6470122761401279,0.7040087878906172
0.8349720199588323,0.9874411889182185,0.3213321188873487
0.6249629856247947,0.7698704052222933,0.7993321035218911
0.14788475661126121,0.2015467671859108,0.7315228015914801
0.6132224596661819,0.9690934492907725,0.9314991748669411
0.907297188529229,0.8392248161364404,0.29152712372314704
0.15365925848276707,0.3997759068707477,0.6235766531706683
0.8569234843343885,0.1866040281801764,0.3526340946256168
0.5860652661664629,0.08076288623994177,0.9085840017070774
0.2472731597852208,0.10246851494261333,0.0057304288609845155
0.7485673484455535,0.3014286902008261,0.5304156917026283
0.9928840387279327,0.527837920273134,0.6598648764611699
0.14506167708355522,0.971690011105878,0.694375014716589
0.6019307774424387,0.432164161281516,0.6149905444092811
0.5880036323840226,0.9666635954691863,0.6813828600567657
0.23459192837703413,0.3799745709741018,0.15027398922163626
0.748905299967278,0.5456221498993271,0.13409038871604817
0.8616617711213163,0.22535182661782838,0.9685517307022788
0.5938559337946229,0.7866923430079522,0.17722345863764444
0.2411042084822831,0.7714547158376392,0.7229533599009849
0.1265460525277491,0.0978418726074024,0.6713322462347652
0.9101096406754714,0.3474274678776226,0.4425379781167966
0.7494824928924605,0.7919921418374297,0.18037302501906138
0.7599577061434315,0.6578407033128897,0.1679474438045152
0.2839748675633029,0.18296183136435062,0.9989870704689316
0.8274137114934114,0.17078956191354688,0.9051148966563496
0.006863760298762567,0.39576874076713575,0.18067538630915836
0.5364644716112122,0.7300621430358889,0.613575650759228
0.2528953260640906,0.00015481214910739727,0.6502451858247813
0.30616819827651465,0.28491333802105645,0.013780829136182615
0.42513266612583356,0.3062232918187947,0.9636560829630594
0.12125892391653759,0.03924041508954512,0.9567960475273846
0.6328954681046148,0.8194617053906892,0.3591719593391254
0.9437161909031372,0.8580887424659656,0.9857310243331228
0.006783707607334488,0.22590154820031771,0.6770442285348739
0.388081012204867,0.6486481603459175,0.2709603203689577
0.67664484244598,0.0969765377590287,0.3229311429294953
0.2636815603742385,0.5014021657390724,0.3136870706790639
0.5768383677163342,0.3989203301386648,0.08086558555349921
0.310670621980778,0.027215650607293473,0.16084512365124892
0.8762674043916632,0.6190243730240493,0.5158919239850503
0.7123083899128994,0.03430466574150326,0.6641460899631976
0.15393506383945676,0.8214407238996279,0.8331794241066388
0.6736076497190747,0.9285629611906829,0.2585921585004005
0.871702617957935,0.8948117732877892,0.5666947574797767
0.13381961372382456,0.21741533317482264,0.21308109150512633
0.584049259956903,0.925237519868669,0.05696727506242749
0.09174264889230754,0.4491281826272079,0.4304899483912772
0.3835982121303154,0.40658251733513684,0.5511332139717036
0.5825322464022117,0.4892402892955767,0.4251278418723453
0.9007216696577885,0.0325433687029959,0.2500399907121573
0.9714986974767289,0.6962018127619704,0.75584035499572
0.14528168974206324,0.5531319686013827,0.3179006539482977
0.6237980294693964,0.789133046751214,0.6613650803455952
0.8945421297979446,0.825524471972331,0.521222529211018
0.535538489435926,0.18838675668685056,0.39656652956745875
0.8609982751524987,0.7745892827605377,0.5621528680551388
0.8365424269082303,0.679235921673593,0.9759323047406024
0.34562778154713913,0.8453667937930897,0.09762979218477497
0.5302017293776657,0.8540456703379921,0.7620213606234568
0.005903588213651556,0.6090443067463571,0.6526647233124832
0.48627791764613304,0.1297473343387976,0.028004356219648918
0.11610167609986988,0.5365485786336804,0.15177627783362935
0.007037113624680291,0.7310989760618616,0.5997964928724434
0.6048188035054339,0.6123002434527647,0.9590051022772456
0.8283866681674747,0.9426852440734549,0.6209842921869144
0.6550006300701579,0.8884402545001983,0.9909653328004393
0.16402688941775767,0.539742385809928,0.32805996995034425
0.6257632960113702,0.4015262330417142,0.3452468250538203
0.700318365068161,0.9117409553489562,0.4211048388576427
0.6086309342507549,0.07744327539605489,0.5657414858529042
0.5232533201227415,0.8588529375323689,0.4463332704569912
0.26949076487507395,0.5992812720804747,0.6533086049450706
0.3427647720788135,0.17868076812606692,0.4975370091112806
0.5728568610780582,0.9835118694455584,0.8096059476147672
0.25483931264873994,0.8777089454628167,0.3513244997584216
0.4484141606238671,0.9457050685600419,0.5813162719247718
0.9798662864417983,0.4362479915528672,0.2396291034440753
0.8287993277891141,0.8073050639540207,0.23982270257434213
0.16283162811383922,0.8508353499316874,0.6813829526586036
0.24069059083192113,0.41700231775007357,0.9969322592891181
0.17594735972879483,0.038198102561911695,0.7153447870817398
0.4556307710807601,0.04769486626825781,0.44445442933138823
0.5423826237912361,0.4569763540707814,0.28506090417294083
0.5681835346297174,0.9057105377130653,0.7175606197388358
0.3977237842981908,0.4137057796047696,0.4630575405434043
0.3847573131344644,0.8803350949455296,0.6775485658661871
0.42735603379703735,0.9752957940690797,0.33508854222105877
0.9178630997760815,0.22841742323391756,0.650918546306976
0.7463077705395348,0.1953574471853996,0.8112463656297072
0.14796543139199658,0.7685041435672737,0.16272479907242365
0.5024513317253216,0.16915805061670164,0.25725358413329713
0.5671871954076871,0.1439453688320046,0.7211358033207083
0.3168013349853801,0.8848276866797122,0.6914682971391156
0.8200998879279833,0.17581810997150304,0.08276822402424899
0.13753868035901518,0.890348419732092,0.5839948532669957
0.39215503816368147,0.7360265633076484,0.4567160433487104
0.34792102456966056,0.3695427402658432,0.08168004539610907
0.15908846110922537,0.2649767434707122,0.04979529680391659
0.4804727270183503,0.5866032767019232,0.15883139890477305
0.12914675992804925,0.0894885159347838,0.0707734390839111
0.06756983411666795,0.5863489974271813,0.19660210935815992
0.3003371747059248,0.17723401191010513,0.06861400287088193
0.9669504480262884,0.6947417269831143,0.8713148633820261
0.4378441516526479,0.9297996700407202,0.8230428069825861
0.5586223188467697,0.037585736953399396,0.17135298776252872
0.8387188254717262,0.9419887362928888,0.7255896190549012
0.9267523849129647,0.9496356893656663,0.06527075941803728
0.16286022863782068,0.43563130868521416,0.7155070451567176
0.039450711211013734,0.3197298712931943,0.6527569831432837
0.4484286135305592,0.9680681639669102,0.21551682171708797
0.4748817818108648,0.008584443399084707,0.33138383883885203
0.7350003605133832,0.1895558260257032,0.12198179753545946
0.563576500720495,0.40065269025727646,0.5347529764976671
0.8700690716933503,0.7042949718183101,0.49014257723148
0.8218594007974741,0.47440558629424323,0.19839318899210934
0.4357241456468187,0.31742551917949924,0.369572161636181
0.5003762946609366,0.9611357799123743,0.36070713765766005
0.3231594141402434,0.732657574961892,0.11280193065150457
0.838533453553366,0.15861096667918828,0.5324888519481741
0.42966986965381504,0.8019785220031274,0.5201166978841701
0.417586933818864,0.7479031646824542,0.10517663180699244
0.020074091152240348,0.04670705920493545,0.2627565416751336
0.3116841040881734,0.39611561744364665,0.44415559646731273
0.7606538980844242,0.80679873690843,0.7868738742908027
0.7635724637512223,0.782537020239278,0.6882016100530507
0.15670513698274946,0.697708156180212,0.033616790203215174
0.6628036507346705,0.9380956236082254,0.49332746347792134
0.5971323990745896,0.41730114475149127,0.9551653358499501
0.9040824032804966,0.07018997762056312,0.05843396143116886
0.11759944506538222,0.8145557605038477,0.3449720605441645
0.5308103696748178,0.34908055819364125,0.5362615861152503
0.4488334255977994,0.1615037418143639,0.19753362244423944
0.5912051263749033,0.13794466040289077,0.583624993920156
0.7825580388712214,0.816832642697951,0.8611125643883453
0.389926333254334,0.7462319597924519,0.46646706938540783
0.6441977556114509,0.8275434498434017,0.7347619492755274
0.36734694511308186,0.29421067171154247,0.5041706690722803
0.0027919777562108727,0.23636474715611955,0.3237859660411754
0.7215718967247661,0.11108319450752113,0.20213925822391599
0.03366617619021928,0.7192575877884986,0.8943651834089703
