support,provenance,contradiction
0.6431289760021675,0.6985069293840768,0.5314876211644145
0.6355297335774531,0.428050133659281,0.665152988838522
0.006178781979997439,0.047268704461903566,0.8613400450948043
0.8837801617273626,0.9232676371909335,0.4524110954262873
0.8912564788462498,0.801981685828859,0.8439940004257163
0.0918538375676966,0.49577303548310336,0.45635102863792887
0.9311339302403132,0.15648916722398187,0.8695545169890009
0.5752744158708358,0.9095329870139465,0.28653228837764233
0.18525181450771733,0.31488664362331253,0.6125380927831419
0.30351062167398013,0.3882476800742801,0.24806201175391696
0.03353396255660379,0.3429501703959782,0.8069931897745963
0.7914048690250266,0.5650565606855286,0.7534428781148846
0.6751873882371708,0.3074878348543746,0.09371657467675443
0.14011984489297236,0.6349227473213386,0.28540092930522964
0.8559761297290401,0.09211329500271759,0.4427399616477451
0.6244472568921199,0.34518371336275255,0.649416969282301
0.5766325572348326,0.5091888805201217,0.7624370622517178
0.2291965708040825,0.42401053920085197,0.08014755740456092
0.017478545546753654,0.1469044545501822,0.8747671532708645
0.8545668249918414,0.06636738142823229,0.19879291335758886
0.0704894209255641,0.6315554600479222,0.047232767844695545
0.5417392799269247,0.14946072706363944,0.4523231913354431
0.6999793468062805,0.019223690131931592,0.7648474044348065
0.3167758900295633,0.6044770215777004,0.9175253578764432
0.8004660900168701,0.6543027035748866,0.16060418231711537
0.07473137195752666,0.6425852275135737,0.48063507661718563
0.34252068019198123,0.022527801733829733,0.6871225008907014
0.19883021631001585,0.2928291495664521,0.32691358392599157
0.35956765866601326,0.5316425238754372,0.7636589535607582
0.08288568517470107,0.7152874710923227,0.11811224197577685
0.8702706053428522,0.25555184919656804,0.05195256581452401
0.16560782624720882,0.03543275414040836,0.7987899469373866
0.9822716566021592,0.40057416302582904,0.7333496412440772
0.8718469422994611,0.4681591914066642,0.45641605944039
0.3120248417962296,0.7809607760032921,0.5611282986292145
0.21907870431815302,0.8040860356438088,0.8584452060361257
0.4559696370574071,0.7544043345360281,0.9960022504315933
0.004063496780173037,0.921588539507262,0.4393666523777471
0.6941632123712098,0.6932745597886206,0.08388397832554617
0.22862440717213972,0.2915987791586453,0.35484767781881954
0.5442736406349477,0.37165233759847727,0.6453389460754291
0.8492774949253962,0.4531856256903364,0.27299770030703985
0.19755904531714252,0.41301304244467707,0.35755107407888986
0.18559908248543033,0.015626225130799254,0.5434510507589877
0.7664905886445375,0.06565849333210161,0.1698718709066217
0.5554395531476105,0.6808498855530682,0.07618853397618508
0.19520836720100754,0.10854994571838239,0.23098920578401172
0.14695264948570153,0.11953843795759156,0.23373317913224634
0.6542273500891448,0.40818794749781107,0.5392297617372143
0.45335427287823327,0.8197218609847967,0.9996974113135405
0.7101910411443123,0.19395501330045695,0.20531643328298765
0.3606809085450152,0.8883915550141235,0.12434282706795563
0.8457856566531203,0.47894163152204483,0.9453195793900319
0.8818087737595526,0.8944627751116153,0.8258692843309416
0.2710115547277525,0.3715663835230085,0.6292873325653076
0.05529081013846526,0.8373596459107293,0.7204391767655963
0.6775480475312268,0.784324361458621,0.34795501381516514
0.06963588004227872,0.11659716435593681,0.36902319298142483
0.25457641513504004,0.9792868716922072,0.302012768594905
0.6584760973795251,0.3021671020833213,0.9981739789598524
0.4227452170508864,0.3162123695053355,0.29733623728452996
0.038348650255427774,0.6361845484873826,0.3215075523377543
0.9388641388649344,0.8177195808552501,0.30546977511086615
0.5554901093380146,0.5758865821716745,0.726928641534469
0.7207555436795368,0.035631237276597005,0.03411163758672264
0.820957705085484,0.22045580583896984,0.5279403551311367
0.013112376576669527,0.30842598487770656,0.7421852187589404
0.7553259929070989,0.5693470983493314,0.2836586932175684
0.9103053309869417,0.2688519916950455,0.6775170214760047
0.047472595142230345,0.92517086354476,0.10829798357444342
0.8237084420998322,0.17392369220127302,0.804494778584588
0.2249125983376823,0.8700000216775455,0.02005650691892713
0.21461116581014072,0.816609864957073,0.12675828811832035
0.046646906080618056,0.14177118595885418,0.5229216713316088
0.23031544213735367,0.5670922743541741,0.5810795865575895
0.43184906657856525,0.40167680910473147,0.3124966808590649
0.2498810277119189,0.670099357726133,0.5112790945971348
0.518021402780652,0.3061626703019523,0.1301394012370548
0.1955173972126475,0.829154745330535,0.007339877510859183
0.5734553356842161,0.3387609864657095,0.019355290699090477
0.23328306151494183,0.7494677284664676,0.847580232505918
0.001604927379475929,0.720849117268987,0.8916011445790707
0.5594515761618895,0.4051338702287277,0.930610214223534
0.5024005985981487,0.2843647472703398,0.14296566941044442
0.5396073914732995,0.2889224360817716,0.8438157189905946
0.48445636101376277,0.42437870034486114,0.5215390229873345
0.026509810770062647,0.1083490724497902,0.4945878300700749
0.15838374615225248,0.3827856590891733,0.3543144324909101
0.1672079523450215,0.7168031286547093,0.5883028256264315
0.6745305880015521,0.7112852990854773,0.521468652897398
0.6556418533576146,0.0023648546873943355,0.6700201292201994
0.003572235875612728,0.42956294206772827,0.6051986751284555
0.9955915227765653,0.39362245536619656,0.17624724951293202
0.43620730249758033,0.34010229114990953,0.16116334601513915
0.2776199703113803,0.8900971016110315,0.5045343133897121
0.06319621756765059,0.41005815449979854,0.1385316407744015
0.2935385543591066,0.11424246150532003,0.6695316663747222
0.1844536484594299,0.3303769439805748,0.07299613407558969
0.3080259504962678,0.3963898032854207,0.45939820093123573
0.050837987380516036,0.6220328650266946,0.5311071104131495
0.6944822321063028,0.6788608023229876,0.8399059874147343
0.8222409965544021,0.17616022029902856,0.3365157672141047
0.18556546651440486,0.7183639042910385,0.48848441540476006
0.19048550080406546,0.5653347740059671,0.2882118359961149
0.7840859941201502,0.2511698252319443,0.01543427137422404
0.007615380681555095,0.3378172508803621,0.5984368114562701
0.4454849814213264,0.38206109053347015,0.3200901335510272
0.43952870659517473,0.7263354479460427,0.09850007884012768
0.3368135210937069,0.9155871115063289,0.9133344706470071
0.2063650066810383,0.9761895301191482,0.9977777204925222
0.29948042356333315,0.09698485319530603,0.4927958404860634
0.8270098746576274,0.13772206581199842,0.31679943087219153
0.19685564874344996,0.44238478998425723,0.24599180689415534
0.18321352325195084,0.466330892052752,0.12836844264397884
0.05386094935600105,0.9218314706038993,0.09279765534019957
0.5049585031198351,0.8022224245760952,0.7986444751699274
0.7835808159445833,0.05616685692878853,0.8515327161707938
0.20877126904556853,0.2081706104300396,0.21564959552814233
0.4125825283356278,0.7809109362446514,0.4248118221955097
0.14984983160871146,0.030440761380735926,0.05361534586474559
0.11375770169718402,0.017729444011249762,0.6597311462862762
0.12320156088259082,0.6641798975215507,0.16386740869644123
0.9098109106344222,0.015892587426332372,0.375923450649048
0.7717456272415848,0.26298189262776006,0.4058330755616629
0.7143413554841582,0.2992400582174022,0.9891834123602752
0.8627052067007739,0.1491285473776337,0.35437772779265353
0.5105711911738497,0.2609450401837703,0.5683749177690975
0.25037105359589196,0.542552733131293,0.7345151004811737
0.9321004425471734,0.9852630740441776,0.5600017999584755
0.23068993270925742,0.5653522213865045,0.1834809660587482
0.7968066798931855,0.9297471993984266,0.48881755934207516
0.5957953481452721,0.30134453871807654,0.9355466380187121
0.007948605390832864,0.5811199801537549,0.3981176301313716
