surface_health,latent_degradation,coverage
0.8782719285534544,0.3461467642164444,0.44906202769379755
0.8303749104474937,0.7399216262020143,0.44118619037686446
0.7683826334740855,0.5181943239461752,0.39462448374098813
0.62153564458205,0.726418577393025,0.6060989045455593
0.7515046905423189,0.2976837157549176,0.8405112641171046
0.5331084176963293,0.27611108082242675,0.27916993387452105
0.9489788677998285,0.4334595342693721,0.2467236210809579
0.2540099207556866,0.48590419565502263,0.4705301337545482
0.37749999633072884,0.6573442188771057,0.20906624575169086
0.8839853488137033,0.40056675419746846,0.8882268727501333
0.058543648173967844,0.6019850868646621,0.18678273603158946
0.3590283426190505,0.9574108080241657,0.7730097799582311
0.04299778364229856,0.6926592778347321,0.7651599128209466
0.7965140956861152,0.02674538802478199,0.20361298729503596
0.00012359759089775046,0.46313111615658287,0.5685851525348189
0.6501771159371996,0.4615871411516843,0.8166912329417677
0.4748205339612286,0.8912305073582195,0.409112966148951
0.24656724613284853,0.48093323941172683,0.6537985343480038
0.7297455756064389,0.6445482237939798,0.31385628229607077
0.1162821053728561,0.7875843365224927,0.7148023430082571
0.40418154425874897,0.3876936387116203,0.8729358445118499
0.33635820349451684,0.011302306396391848,0.398479033359029
0.01945072728678998,0.1775551886559299,0.539018682575202
0.835753234644612,0.3564008363386765,0.5075877467706977
0.6962335800144941,0.19771642850862203,0.49224654451203775
0.8124398528821684,0.4024915910338813,0.9441634956808101
0.6684093696199064,0.7144873062733075,0.4085117702854939
0.07219631205896282,0.49342702420941265,0.6302866858992744
0.40501926714125214,0.635206521912555,0.4677518690298478
0.6567654250082239,0.045844184615876804,0.9618323166509409
0.3524387423655053,0.12248786457570826,0.9911183557848219
0.8379823469091991,0.7938783013485974,0.5462938223646872
0.44943263307082015,0.9335685437372608,0.7977706835198678
0.9634134051360868,0.5340985945725171,0.5881388732495698
0.8527086738502011,0.014673780650051649,0.4469460641664512
0.17115338503929245,0.8898447513067135,0.5010978878343454
0.4631512104739365,0.014064982073819676,0.38259182270418046
0.03810298388999123,0.25885974804602363,0.32740052312699375
0.7596304618673415,0.31082197584404825,0.38897933158606557
0.6220398307056181,0.1726651862686972,0.4934951228340264
0.2736667991229662,0.2562588914987386,0.9980469411012504
0.43258137163449495,0.7678141241222248,0.2718013036699308
0.9742874493960335,0.08670088654067176,0.6538800316459059
0.6502686244747439,0.46027654290842024,0.9498973656016209
0.1321895248049345,0.4594684686019157,0.8015031201136681
0.1237542395166874,0.24045804142190985,0.7763643064178555
0.5167244984989089,0.9659346082893238,0.5196403345972689
0.0014429005648415316,0.43924684388209967,0.7562706789592609
0.708763124314369,0.9619765209731844,0.46320611927738875
0.1389876935397354,0.19760125936945105,0.0881516697504009
0.2609822231385961,0.7494417484821222,0.28167608742076644
0.29197761675074174,0.8151090595328204,0.0761134453760619
0.41294957866082005,0.7574931761160321,0.2222583011223922
0.5558340498774168,0.3959933240275495,0.03340153815597435
0.41150067908343935,0.2489478834675285,0.014584098657604905
0.9878897797998619,0.37033619065875556,0.48856840700241766
0.13692667534420144,0.7056113691323898,0.2249684750038905
0.21137036433552459,0.635701933076404,0.38710143546979303
0.4320809707344473,0.6360258008477805,0.46520580734332206
0.20356471939580556,0.050948128775907264,0.2927259430285114
0.43323222683549456,0.19838638275076104,0.49778957817235225
0.2523114499368767,0.5596901087212102,0.814776059592032
0.24973601852894411,0.9444764910000386,0.3026206691555401
0.7761074850311145,0.14243312520532025,0.2648292288429137
0.3072786797548335,0.7935872094900057,0.7500798081643574
0.8668433740747185,0.6140309370946349,0.7862216388968554
0.7545106328363071,0.3052634757149071,0.32812069785353304
0.3235104019502336,0.4084769974240311,0.18355545788984307
0.2039967710701407,0.1964751076699317,0.7438965390303383
0.8025739638498984,0.4155673275090883,0.1037256523397917
0.4869691420339557,0.25995154750499694,0.9871691273529154
0.9549643174397292,0.2031226578933869,0.8602851752556412
0.07761424475615131,0.062006347763756464,0.661454912155002
0.777364698510687,0.007963117060360791,0.8274421813187047
0.46167980140386866,0.12642736759222906,0.7159419379783305
0.609373234346144,0.38577402935738403,0.611802990770387
0.13742774898627752,0.32691917508736223,0.12971239323286987
0.33417400244293327,0.6419784714429572,0.7365537435255817
0.9438873819734653,0.09467934860460725,0.4781822469391649
0.4853644694587286,0.40860982430161374,0.9268649282978697
0.028383429125933612,0.6631625309298863,0.37233967741943097
0.2603513516412206,0.09617965092232794,0.020599984762649348
0.4090245751025068,0.41933107073382436,0.15587345085852145
0.45342325147837226,0.6104597466234709,0.03760132451714593
0.3463391842005501,0.1633466341018076,0.19985089632571496
0.6064640356263116,0.4443687402100074,0.5616910289896401
0.920731307267477,0.36316790871058935,0.36162043948896594
0.35651418225813336,0.7873601887125985,0.07933612719485261
0.8734554009101897,0.133702389911604,0.6366153975748284
0.941866088690794,0.07552656817492276,0.36852178630264354
0.9460420518184018,0.42731964816715984,0.6961164429868784
0.5412291881297495,0.22667957444821407,0.2369980869987628
0.7275771792917709,0.7325680672201119,0.2573104149423773
0.6589621591730961,0.2748318702157372,0.076285598580635
0.011273839439446265,0.35255610718778296,0.04294923694134278
0.042774667711606984,0.8928142295695431,0.9154465643763063
0.9881211232511932,0.23942601069260305,0.9964245540667925
0.9409147250256016,0.9734857572465541,0.9958778882606204
