state,susceptibility,incoming_target
0.6657579404585987,0.3774785743643525,0.5520024506319271
0.32344086478206613,0.21612624486747967,0.6460850535812679
0.7005556639951385,0.2860236109335226,0.9878071239673866
0.6265361077675864,0.3229880995024166,0.7926946007786889
0.7544982915771364,0.9449371247834785,0.7373857959398764
0.2936440199193868,0.35059454189864014,0.1747062066123941
0.9841994324865384,0.4691000721743661,0.3121741928092441
0.25370757684554546,0.15749676123049927,0.7516697800282595
0.7543337039365776,0.3155198263528213,0.7609718760658378
0.8674390047658358,0.10232874630492628,0.833027907431814
0.8162915062212203,0.8336887362018949,0.029884387993680872
0.34314733831017574,0.20643538459907296,0.8156930921433548
0.9478512561932813,0.6124149272740723,0.09012224352210851
0.5530284706821766,0.8402979956104544,0.7334891803698077
0.6048260314559143,0.5237010541506082,0.8311027392833074
0.30990565652259594,0.7018535201115559,0.29910906491263856
0.45223807017992657,0.228686451339568,0.06938772282440886
0.7963260066562474,0.9030607865294299,0.3893660543225925
0.6337526623579335,0.7720555248470243,0.14304510116821512
0.30894293419303276,0.7116699677021835,0.33625646467227543
0.405582560246622,0.816340148513667,0.9676814425831946
0.5990079504010496,0.9862560757105495,0.708099550578211
0.10632881305137798,0.4762058442741025,0.2568449537177545
0.6238748755529913,0.8967542384979331,0.923522325719077
0.21739153696681768,0.3168928730709911,0.2845939230432135
0.9229922681827807,0.6206475428760091,0.8596804834611058
0.9599845532197919,0.5736133211859157,0.2223173044591571
0.3492998938875843,0.738375364482014,0.16842101807567234
0.8522442292453473,0.24434577662556534,0.41100898609310155
0.10036654723423222,0.9990307880427012,0.35565281475306565
0.14839434529168471,0.2487636503850903,0.8038336132338589
0.8898897580792908,0.46811217813661454,0.949374959589499
0.9434435079003057,0.8419035020926087,0.9717732446726345
0.6325744180127091,0.33269783140347087,0.5701472560955979
0.013082425748892623,0.0014830114952657514,0.7243772468608368
0.16459273802649643,0.4606553344006331,0.15532824590715522
0.28660026118253845,0.049510766283238916,0.9588146144962473
0.12988149309757901,0.4742811866715114,0.05477021655388081
0.8225482371473524,0.07038679088863609,0.33489655956373354
0.789394288878232,0.757677356314028,0.6467545271073771
0.276241532765393,0.9123940986873443,0.4334576066507947
0.05459199680075988,0.06874174066403649,0.13436645937225433
0.2938283161954657,0.16010658545791656,0.06476371358424116
0.1617763633282635,0.7739319829716964,0.3488154604147605
0.8113498135534434,0.2770449647640697,0.6945087285795574
0.885739939325356,0.08689270542412275,0.18421283304963887
0.8373018796170569,0.7060057194756277,0.11167317413659195
0.777216808905941,0.8123810718851374,0.9058778397313705
0.7372483813117089,0.9551894264648362,0.8066744331647664
0.4149869999888153,0.3920072173365382,0.9848322381855524
0.7322765465799292,0.8557048802079488,0.8518302403612579
0.4068579405157521,0.680022904571166,0.31389809713566363
0.620274653550594,0.9443477990587908,0.2904743222002626
0.05432810657628473,0.44436356510046193,0.7987247204542272
0.535082969155067,0.49660438618216274,0.4999227272766177
0.6798054918398914,0.9760342474650633,0.6532596748410411
0.5891248427065235,0.7863792852548297,0.8397250171637146
0.14298830734461243,0.5186439985683327,0.16397292637469485
0.7606169849492814,0.8399082368492728,0.0018892100095622144
0.7911623086508536,0.44774934378252396,0.41186050971862564
0.7743142397689668,0.675005070502007,0.5845576408512756
0.08176586007291975,0.6591214024369277,0.3670567871923608
0.901374546518206,0.09454702455507569,0.050966000064005645
0.10272906688072525,0.5798789521599936,0.648775351284473
0.9871929088574141,0.13592791554982298,0.8177408351537567
0.5665962259978727,0.28821975159022195,0.0580231045923445
0.5607188840476188,0.4347739385539876,0.6378849199251768
0.0946976143583137,0.3420553420156356,0.8222718988488794
0.807139916365616,0.9354327968595911,0.4186613606498095
0.2639749825753177,0.2581534841872398,0.2648751777494692
0.30043426527090145,0.23261383804540425,0.3479632664916953
0.08390172495453219,0.9764809408470191,0.2513335585288876
0.6243879162665514,0.20708339066462988,0.991062480818737
0.17677105795303727,0.7078917994721381,0.20572293195841884
0.5957515728004289,0.6387589270915397,0.04057326760272961
0.4830956608032718,0.5536576416582004,0.7115003280448094
0.15728021585067076,0.92296271719849,0.13506128027923803
0.6138643357321658,0.04809972673985341,0.05329018583323675
0.9496332152589401,0.45149890439306894,0.07991049119737514
0.20248203838517354,0.4519472502031623,0.8992281312277121
0.3538874911932498,0.9261766426450005,0.806346594603169
0.37190998656054497,0.2987420411495524,0.7344489988815214
0.3875624367459548,0.682340807414733,0.1539484333850214
0.5170462469817604,0.7138532950308634,0.27369701293923177
0.44155958572616794,0.16394998464043187,0.4843578596853042
0.956023547243416,0.80105448336884,0.3416883877187793
0.5580598111706975,0.9550579064764929,0.1467782466089529
0.5350863877776819,0.9855021958359224,0.9143213403956992
0.6688945949810816,0.09134016932768418,0.2215454257804801
0.23635688824536016,0.9475962830097028,0.8316278765178634
0.7555890193153462,0.5531064769153997,0.3835479680688786
0.4209878263556608,0.44340462472469966,0.9699216732018533
0.8191211223362423,0.7179189734975,0.2790069219914453
0.6831913772117353,0.40570156033360927,0.005524695365488164
0.3009705253779742,0.037059514544175554,0.9036146683912356
0.25963338951639525,0.3998494169515575,0.5076221723177229
0.7794880702702043,0.17020284951647813,0.6650424256180395
0.3509032442127349,0.9796286529277763,0.8264570522949917
0.47997587480163606,0.6547248770879366,0.6347419948387436
0.24624518771597548,0.7999224091243402,0.2809195591070466
0.08715579600429002,0.2903205527703837,0.3074333490598953
0.9658394938984316,0.02223472746505395,0.7320395829766636
0.679567352576747,0.5021743422189296,0.18951587562858163
0.6962201717622785,0.7984202712731294,0.9309236709071126
0.24951643871139906,0.3563131410528396,0.7584082818452279
0.0034608322398437252,0.6286870159249857,0.5491657881049662
0.8039754281328713,0.22926778763030575,0.07022785958404709
0.4354202920166753,0.097275722379223,0.9658430666781663
0.6583216179434906,0.7694853436164162,0.3423501634025098
0.8655691416821367,0.19681873415832307,0.6760066799070819
0.15597510228343192,0.4569149534195269,0.8998453703226951
0.609155595305666,0.34780111378135237,0.8540809709584655
0.9099441212495794,0.3241280921195835,0.7450382633859259
0.9002037139476234,0.033878819107648006,0.07500572110398551
0.850093548541579,0.37156200463428146,0.45173262039218065
0.7265032777133003,0.8438120230374483,0.9442599790642147
0.6511736011779148,0.48914486620017616,0.4202135010593764
0.805918609948368,0.7537189753207497,0.3466390030078139
0.882821492678186,0.8230226444347601,0.19409801102705115
0.9110373770471507,0.38081099375378913,0.17777420826648405
0.011697634071302643,0.3955850626317937,0.5340400970303141
0.22027971180861827,0.3672526366738833,0.630200522282701
0.4668572574704333,0.5291561616071798,0.15889922722061423
0.39892454539073685,0.6952359432573674,0.5559978702681686
0.8574616704178706,0.006053872622540868,0.7357900816818267
0.020647623248182367,0.9159855715053085,0.1714467682149846
0.23569374939584675,0.6000008151203519,0.0626451220047537
0.20705828398178694,0.3168607818886131,0.09146512318885702
0.10989419210615048,0.4083048871412931,0.47957891774207895
0.5684038055910331,0.8487728477061354,0.34702780145563483
0.022450570428935612,0.10046264892553414,0.14062088440934262
0.6982820848329245,0.4742518699612408,0.9326511255473494
0.04157588051477157,0.6608896911002222,0.8386416294863821
0.7720784974024464,0.6290475369180728,0.4975263169858696
0.17787407036555236,0.002776265905495734,0.4337579666479635
0.9039893888986558,0.4513396063183458,0.17894647795986862
0.11277181904178324,0.017374447064246068,0.4233422287142118
0.3174465391879845,0.28390073389231607,0.8629478985189326
0.38699978548738356,0.03912874012712053,0.25924535253636594
0.7147287586291763,0.15760602702507254,0.3350638200524302
0.09790168994918957,0.42276033186043493,0.3499979422270748
0.7363700706952098,0.6637151744912428,0.4876856997440343
0.37582618903364984,0.6290975955889113,0.5125310877601853
0.4382998794357963,0.2667924563954579,0.4095126127853721
0.7199624226210729,0.1379465858911355,0.8549051844591145
0.3859327356427842,0.4140299149627442,0.08813185131525225
0.3759614106223018,0.8847276247130247,0.2601594858090942
0.6570084690651334,0.8709962890925147,0.9336120575252923
0.6001608375411263,0.27563819494791697,0.5713000631451673
0.13960394301712298,0.5045475694987012,0.26086901909862836
0.8737938402916223,0.275769898717773,0.584376515532207
0.2698809993649963,0.581519161599337,0.29750269987050215
0.06580628836671965,0.07843996467973369,0.1014297659723239
0.5600645775957737,0.5770648108526903,0.6902600181706237
0.08021469889754052,0.21101497727333507,0.6127963826463134
0.3025341570233041,0.9837956201329909,0.42163810053162487
0.904907526840824,0.33135320916503863,0.13607016732689337
0.1278321304798411,0.5117208829011607,0.4485593184786455
0.01759604731885367,0.6449040013790343,0.7007461691120991
0.1005598110310838,0.6031701868610791,0.20907667356641624
0.10078683589992898,0.6704219588142443,0.7354281018020394
0.3965994612125897,0.21244736812427256,0.9318742140869369
0.153462355524157,0.14170430655366373,0.5370257850464063
0.6558244947696007,0.9335246902065669,0.11663113611223075
0.7551591811550038,0.6381063170480353,0.005812964907009444
0.10526725906668144,0.9415550335317585,0.9102428646882617
0.6370609219478451,0.8722694095029693,0.7214560014383983
0.01684418963724288,0.9798351567519147,0.05357397401456554
0.6120566811292971,0.926683946562053,0.09324413675168564
0.03329640940976808,0.19580915146817768,0.6411464856805296
0.06636582215168996,0.2527772546740038,0.6643953429088147
0.6484046768798626,0.8584306128870683,0.6682520793831962
0.959394692208123,0.723589256927805,0.5767699723739729
0.9271300348423549,0.4298538731203946,0.439415571300529
0.05729112380702883,0.7363975039834422,0.12454309779812289
0.887401838653757,0.5016734911433924,0.16571640522895936
0.02989048494994051,0.09139273112781665,0.13029054383438088
0.2611025491027862,0.6426179984468787,0.005300085764955109
0.571808431169305,0.10189173862114997,0.96027340870442
0.947176725314653,0.007529862202008131,0.2505458995471075
0.6582321835065976,0.23751672553571468,0.11752226602972804
0.10746877194789606,0.956570886535631,0.3246649531132305
0.5750093034146638,0.15303737161336095,0.1507851050336706
0.5490525244593366,0.01426289086434418,0.015646027206325464
0.5277352125324813,0.28199570102635363,0.6247096256805528
0.3066681975552332,0.20687354935059532,0.4515621612292532
0.536141690334752,0.6515298551368112,0.47186503965397186
0.6346692395148806,0.3572605424297195,0.840211284520772
0.3936560971645491,0.7797706738518068,0.06871172918195534
0.934473739483507,0.752041434067598,0.9313030526199639
0.10227289747305002,0.1753276846743521,0.43170760821910326
0.33751566858307114,0.052022125694180854,0.8491344600714953
0.034889175890743584,0.3188622849275826,0.45467534445704083
0.3415828820128546,0.3891260854314237,0.4479777849536343
0.5804503257385906,0.8285553463473995,0.6716451160161483
0.5666660743358435,0.6481337612773395,0.3816459559787291
0.00029251265458296594,0.9413589874626263,0.7160264738439994
0.3109426295304707,0.8344273738486242,0.9145088231449723
0.6366390889757381,0.2010066978071905,0.06912509424117708
0.2877112944730217,0.6543870315664927,0.6013724701896679
0.9272560681993133,0.060954389546918675,0.10759029325574065
0.8711758538925651,0.8218877778559045,0.048919296434272175
0.5742523964704505,0.5717364774731213,0.06898226930395623
0.2951570365666818,0.9626291498100505,0.8556446376001171
0.29110647348076957,0.6944894638755498,0.1426872465688902
0.2998406903859414,0.09697728051199672,0.8173652933350346
0.2646924196621795,0.24208725973513023,0.17161980751494443
0.884697362320581,0.14994750090125541,0.5500591000121401
0.14781318468077753,0.034000566163930546,0.08896008616950335
0.13083203528052278,0.1933923358126407,0.24725466439068156
0.621247750218615,0.7592175282380246,0.6071613117652263
0.3375720551843132,0.49183082276219736,0.5194431606580275
0.2102157683229895,0.32553006474305324,0.5704572122403355
0.7807336546083186,0.12160453043405084,0.12989556235048638
