demand,queue,capacity
7.5354934205591695,9.351825479169309,0.8981036024216305
0.4827518284218968,4.698516275030091,2.82202949356995
3.2899973074353017,2.9620584424601857,2.274024432869407
3.9533183893509705,3.1250242441942397,0.6339653866805839
6.009270709661665,7.979204548666575,7.362633952494649
9.34532753902053,8.418012337047037,8.910449652276073
0.36091543905908074,4.262872153078812,4.621933796465973
5.055211380169445,4.25847462456472,8.476619140045075
0.6548518102920042,6.898549472813526,3.746676183059936
2.361517878291375,3.988328613541927,1.6418461631177672
8.999626518714022,6.993459134946106,4.33234132186368
2.923305040958174,0.613828008917553,6.53546027121605
6.518540434154771,1.7696987784916784,4.423047340109267
1.0333816529667694,8.95125666383714,7.138043055245193
4.961390564143983,9.274743537887932,1.2345403162111768
4.37690057733075,7.075755971680562,8.996174490260847
2.143708505293196,8.589957264132654,4.698229722129716
2.4660700485132647,5.668831143684232,8.627373887055201
7.726693159965821,6.665515068963595,9.589221162811803
0.5270001326169671,9.010631862819324,3.286704759257253
4.901054732928275,4.558679511413317,1.7758552520500859
2.4678138411836703,0.6855932065048898,6.198880885528534
0.4140777953258423,5.917804647514966,6.975024212130432
9.767688135113618,9.794874470300526,5.01071804279764
8.926071270973386,9.688029469253944,5.0881199469770415
8.673456449589404,3.347223361540453,0.7255033242300768
6.61682179396753,7.236437254208599,0.6966579686951035
0.5865409029071955,7.024646661218775,7.295530563098634
5.169836717682675,3.8382205982108255,4.768723344874851
4.975364010026294,2.0173839448540978,9.678907117419882
3.5738221837104476,4.613293384415872,8.735545621879337
1.4083428157472389,7.190191790342891,1.9634104014674858
8.700730569392055,0.41723346036910747,2.5680467240770835
1.6535072750156665,1.2824242208391468,7.31035756818695
2.0254714889584244,5.156869865320757,3.241701795653568
9.110504799788153,3.7193096909464582,0.33357456057219514
5.5138705518731825,8.350377312884843,1.1502865697719933
5.728192929585098,9.58312466677297,2.6478129277827267
9.551309503727893,1.2409908703537564,4.268643187764331
2.8813001366857027,0.4042662162841515,9.640321935126785
9.025568751593562,6.339992615428089,5.142469862481721
5.683513827140044,2.72336151873928,3.0024267942741334
8.711839625849384,9.70362770420891,5.506145187191524
5.702739636896195,9.580254399522495,0.7126794002816139
6.196758029619813,5.030183705100923,9.101606731522144
4.758605864908282,4.04259085163903,1.2897074068628578
2.1870252534173784,4.928094428047527,5.087617189966966
8.005044288770932,9.76411040616546,2.873467978501394
7.8629640890894015,2.3348958819281562,2.8429723566697795
8.68130824107078,8.424030056179179,0.3443289552421458
2.9407871315187615,1.7087779414531146,2.544049364011509
4.551114623472223,6.847506977702564,0.1780070195435035
0.9940381617474059,1.5498057839973,6.423125572956407
6.090591054811107,1.1355053305752105,6.487711059861102
3.1042090052709135,7.654534580295954,9.263562142110096
2.573848226086697,6.471950428908961,8.650135566798404
6.915825189247573,9.26647992845742,2.871475305106749
7.805473835540565,6.2781457203193245,5.481981902654951
8.878893395825893,1.749347305252933,5.734240882012101
5.702660164847131,2.7005908325715633,3.3935053822572137
5.491878282306372,4.325516302998141,5.931122242740128
9.490846365296697,3.4190424246570017,0.28857175175310834
8.604726240900613,8.414937922197915,7.717726985726147
6.227070974670705,8.209070976701803,7.975385555424456
2.69189804384348,8.400534786441993,8.963462283755705
5.098845672518523,2.765932833835799,0.4040623361401685
8.264245788849443,3.705691027023348,4.77838468884845
8.528607893552076,1.1784166256898332,4.7940123450205
9.530828756471971,1.6204541483389856,0.23313112920720247
1.4156954038014369,8.975664711583244,6.82003844369053
3.774088626283806,9.599905414793612,0.3791713070513325
2.0947933626401207,6.637720586974753,8.626247872778338
1.7773806226763245,6.629569577180855,2.7075663783238326
8.053845403658192,3.062396015529422,3.5459718018755684
7.340281981859925,5.701031854269604,9.59647703663202
1.0702803743435352,6.183638362607212,1.4687742585962815
5.071020881915084,0.2904111734697645,4.668267457740201
8.485019467830833,4.840788974534439,7.580579814997823
4.513515799129615,7.956987773879444,9.886151989279169
9.182651952792567,4.638696858591062,0.4520669902342733
7.990742215512979,2.92869830176517,7.356858717234058
8.766070994018847,9.814161037065134,8.973030231750984
2.2721723241652523,6.531290593983988,4.326470552233105
4.885065712770177,6.244362324723315,2.7897214957921603
5.3153514504490476,0.8040227934718125,4.985616141575662
6.077490652860481,5.138881180955416,1.7603639751237843
7.914489065292391,1.3678089358605316,2.2777384436552692
3.7189784202700293,0.020573884012943244,7.402802413696493
6.170989470573432,3.3364026519785894,7.512487505346785
2.45638267685064,1.1897164857071563,8.911812228578485
2.426816030589328,6.2588961588396295,9.500371671277243
3.184230959611276,4.442754600714569,0.18606353542469978
1.5955804683939212,6.27054121197209,4.286796966126534
8.636478418733466,0.0743821148897339,6.13883694897564
4.565359939497683,0.4320798891673072,2.0781983624405163
6.8520243186093595,6.010490099564496,7.166401825590544
2.1953831722870163,6.9781727289882305,7.992569547120513
9.210169764209038,7.47152580536973,9.12912417508348
8.417171433027486,7.63741251885253,6.969120731375686
6.132914948667837,3.6388924356351806,9.190560303514491
0.5195073395762551,7.4399702402331505,6.57502401616529
7.009517824350721,9.860223679331572,1.9326780541050148
6.988503474072953,4.112854523415924,1.9452667070220653
3.4317210744876094,2.194940943992326,1.3205123285598108
2.840468550003652,9.001435157805194,4.658376462142524
0.9174542026642185,3.35864872861955,7.14570781243849
0.3882891495317087,6.4835067274598295,4.372379262252361
5.637835251602644,7.677797907980653,5.340187176353934
4.764069607361785,2.7596243637381237,3.572234401965473
2.214733304649128,7.648699813794203,8.006774789021302
0.20482459713088597,9.334961818088704,2.5248671459495107
9.683644503323457,6.682835014944198,5.865267208828801
1.9948368629503987,0.6738709100251994,5.8857853867741525
1.6711178315404573,6.7258359794795775,7.2004801818959505
6.2210161299239015,9.042043269402507,4.983239647134685
7.8468790890644815,8.473446093675124,2.572439097854027
4.578003709912979,5.192399035968734,7.657923781480978
3.9229575548739923,8.135595512610452,6.2664577971849456
2.101904712735234,3.7303200950240125,3.5875392073041548
2.742119350790031,1.3036090170816028,8.877661140067758
2.487133815344981,6.180201583943682,5.744734965641808
1.5005599020162497,4.561534677329058,7.210299418793986
6.78998002761404,3.233699822369853,0.9570546553707449
8.582165638595328,6.501381494025724,3.4839312721227533
9.70812646002012,6.941240881973173,0.8006612743300612
4.546119035059741,2.6715707956011614,6.175191420606872
4.818614999512194,4.958765477331985,5.447220094906369
8.157235275363707,9.07486896114754,6.569325441508366
0.262759543844735,4.558546699664623,5.841199070432617
8.085023551923635,1.088652959975983,1.793623450865467
7.881996367975312,6.1726870997895125,6.57553579590643
5.789352838861915,4.515177454629818,2.1397404768951347
8.72146396249369,1.3284678435237096,4.960536849770925
1.13994083647861,4.889623920707587,6.184929179262761
1.1381290200790417,9.911288995534344,9.498794267434803
0.2042698329376147,4.227924505517004,2.2847900836970347
2.4304100189834132,8.628834356557919,9.530871926368661
5.057223166299236,9.363505599693836,5.263271679808801
6.533216866644964,6.133843872528304,0.21366298340264045
0.7223631744971148,5.695810444183294,6.367846507430629
0.923800299052292,3.258099722776988,4.724686624890115
8.59537795630925,2.7143034228779017,9.097058348348584
3.353640721018576,7.018553750504059,0.43558526595586455
9.20476678537721,3.545619709657327,9.471356164617598
2.2227553374003817,6.9666998029204175,9.833404732599504
6.882298609560356,8.119394119932341,7.439276570051133
5.5283955348177605,3.543892826982523,4.943628832945394
4.604592491704774,7.5668024682512485,8.214830948629093
5.3604311250791365,4.380763864599051,1.4032477313058922
2.393523431297856,0.9812495354182293,7.265216633267119
7.242363228006594,4.9468375496999535,9.219525761791225
4.190314865830017,5.923767122911038,0.3982049913923513
8.718041283579382,9.336324402408316,5.084475762748644
2.0138742380101062,8.849023575072518,6.894712035829393
5.431377231903946,0.20637776898455806,7.234224577918442
2.8972341682666958,8.675881302167605,8.068019699589241
1.5529692521672,4.606745797303368,9.882010467585012
7.956288544245909,0.025496431673490694,8.130885871432026
5.056473388460505,3.6083689804387467,3.009001020335088
4.291407231348535,6.243157510648142,1.618084191865946
3.752346324571697,7.957935537758596,6.515978519557349
3.660784919372767,7.58183159867427,1.0255265672191605
3.9634277068163746,3.6568315936876705,3.8069167341680354
9.142621978576997,3.2508708833635716,8.640218233863102
5.5396771545487145,5.137050726731244,5.783093842653968
4.322437985244406,9.07748663452219,2.6522974621998774
2.3788621636072005,2.0717177361493544,6.3048465445967725
9.76597267539203,5.453729118783405,4.713800161164777
2.3983064276856503,6.071425761674817,3.0611524250168163
9.626977359401046,9.12088588561777,1.8173878021901713
5.691594884375454,4.216147524340003,9.865749340280257
3.0609621297264447,3.996488313676805,7.348143451082557
3.9212477908447294,1.9927107691947121,1.9781454762836137
4.071561868505072,0.9668060013116941,4.140213221211514
9.008115801125127,7.174335736917211,9.399014302690293
9.566155524856025,5.100702587846514,6.854084776160539
2.962028907020866,5.9070375157324655,9.340987092348529
2.0584160280588906,1.2405417372015715,3.9545990343989015
6.36524818756269,9.245690823097853,7.662872476971456
3.7206721747479534,3.2804837700787126,7.847952491905118
7.406411098868397,3.382501612304918,4.069196843902524
9.48809294626393,5.7505880292768445,9.53528208001916
4.979615955479245,2.2604783920098193,3.5018058318494605
9.234628419381805,3.649355228521597,1.859081548790782
9.852830353957199,3.762630165979808,9.219307418464572
4.298051587666668,1.332466312146653,8.156836218129285
0.6351476796061073,1.736663576472175,7.355078516847983
1.3944428721876645,0.424343535576005,6.205186071581352
9.294853462115004,8.804253371010219,1.1235813613028012
7.050292956753586,6.518794139697873,4.819067070293973
0.40309562077535777,2.710236034569662,3.1033194509890105
2.5303595413494593,8.682049732085876,1.1609819177452585
6.64685093984266,0.25499589929906863,9.37885489386962
0.8379053027718519,6.50154922850189,3.7194092922216293
