damaged,adapted,cost
0.3810262234581907,0.9637720845910451,0.16275989636738808
0.13603225317615628,0.48908918036210014,0.6534794391684374
0.014676058520714986,0.559465594433935,0.9681307470851133
0.18895538595749992,0.6322910557536053,0.4532202425670627
0.5511311470536978,0.9500351871113191,0.31574992467959195
0.08307975728610018,0.4149719769141813,0.7383642841710941
0.7341934790002638,0.3847379634902274,0.5529648349994261
0.6040085801684927,0.6953376407495354,0.1289523149018776
0.17652246814233363,0.7656278411629525,0.6058787308360817
0.1814792790089313,0.3318149817022047,0.3004903490856166
0.015541665079114343,0.035143255735799794,0.7490397191573563
0.12112842871952578,0.594539598025196,0.2959149500074685
0.7611760790869322,0.8975283793999741,0.2203781184074448
0.6015989505590854,0.826126675089618,0.9263817349284589
0.19071955115542227,0.9894182160652646,0.7928756889123884
0.7245707017388551,0.6715540197621542,0.2461512962422013
0.38500646237256514,0.6635631271986414,0.7335695633973934
0.3746810215229949,0.3877349685676885,0.7580734631786809
0.1263377382427925,0.8990664716289813,0.736467153774224
0.010018401085241458,0.8631782940137879,0.32783940937183137
0.7225961374024579,0.32668828218740165,0.6773280953001474
0.18445037287544308,0.5070460103683039,0.43299846722132196
0.778407024509191,0.9017097775239892,0.2878434690213988
0.6990128051791152,0.026798896206935763,0.21072341976830306
0.5993742405648862,0.5831915273368385,0.7389465438314174
0.3014174204791542,0.0483141222068415,0.9597831868790183
0.6224842832575158,0.37380474085681414,0.4984760875140173
0.29464252261499485,0.4700058199636611,0.8279470395166624
0.7636482131570913,0.7207424823017939,0.21297645933148088
0.17856666689441197,0.6810755630490116,0.6832683457531793
0.5761837314057889,0.44306884494138277,0.880382818322806
0.005372954874989056,0.9969892180328379,0.5742222046159682
0.6314446962083382,0.027703570854585857,0.7088161133883141
0.3739803312027822,0.7884023726514127,0.18735346976399003
0.5450276680296854,0.17998689643787402,0.9014512125550167
0.054457733416586156,0.734543661416445,0.8581393475949034
0.3577712155481712,0.5134490471823595,0.5376878081632799
0.6885117941802995,0.04357191493234336,0.8784890764579844
0.028726945334471222,0.39319036211786207,0.28169962378474855
0.5320737966729038,0.7466497199628263,0.6885946133900005
0.27477907129068796,0.9592848402363531,0.15025314829291345
0.3502360859736367,0.717646103285037,0.2870415653240396
0.04800106031041987,0.6387572788251668,0.922699869932464
0.05566707546265209,0.009751151131746849,0.22993288191519307
0.7362121516636622,0.36239454667875004,0.9860304960500825
0.29544240158848256,0.5308790150902157,0.8635762949757155
0.09500620897268597,0.6519701854600563,0.6798624147720609
0.26740671807360084,0.23799417586201121,0.7539642133730862
0.09752722118413129,0.3944369103548212,0.13681243980170862
0.06908653006815761,0.6103404667724989,0.20203916774957695
0.49497098545801627,0.6478472901541352,0.9381152749827764
0.14695010138666476,0.0613707411579314,0.5582820933555075
0.6435704720139468,0.14413509486290232,0.6337480190373856
0.7775427879703369,0.5242001627090306,0.1628978071871372
0.590477259461227,0.15603509383333292,0.44898204103793105
0.047716042933216324,0.8013572675842219,0.669550070507082
0.6864371324546568,0.6027407768601286,0.6617947797496457
0.6517483872500304,0.5427763936403285,0.41360902266756383
0.746910576454235,0.28539997542415463,0.10013158168469638
0.41374183269495524,0.2483146804943106,0.37852055501106985
0.281957594762849,0.7461889626249916,0.41240404706317424
0.08286621727581692,0.43874967830198874,0.14177187882336145
0.10148321213306595,0.30922690665469366,0.7485108580487321
0.20901107491335955,0.36588040439188696,0.8318638946161501
0.13122351927849812,0.307679754393377,0.6598137033027205
0.6149905754358352,0.47616733689553703,0.512744512095721
0.46241776326994244,0.36715991092962164,0.5249959183614785
0.26272800412463315,0.6035667751703159,0.9811542092740833
0.4708347100924217,0.2538411095624946,0.27411316729405766
0.16218831943213532,0.41766910043520833,0.4648812065402653
0.5220101300159493,0.03716649992824017,0.8022848381232661
0.7368944719719188,0.0011980055674866152,0.36266668221930154
0.4336462805228576,0.8353987663171624,0.4377745653598346
0.646699014104811,0.5132946935346251,0.6469292148429356
0.3991687261297348,0.8294319623448568,0.6165954073035036
0.6679761070354151,0.3431074598784114,0.6871342705245582
0.5557377021057439,0.7202823191866344,0.8993240347034971
0.2703842992268883,0.20847304556907753,0.25465255609410653
0.048888406919034205,0.8230014735848006,0.5724621151176386
0.17490703731322768,0.3411787459010849,0.22747924047538703
0.6844171860926234,0.4850766929483298,0.525897314366609
0.7718818331542262,0.8705566816406566,0.557447766788217
0.508947835019629,0.6039203674322497,0.784573536905755
0.33479603044494016,0.5763230971698873,0.4468388611760319
0.07410628058229456,0.8456077454125001,0.9976658765679365
0.7055996363801967,0.7279711536201493,0.6403137928339494
0.26632597353415016,0.16637782944558976,0.44104485889594647
0.21947334153478482,0.3459863085201622,0.16242253033677587
0.03189393137757897,0.7433303413782196,0.9136436045243698
0.2586177788019614,0.42818278342140226,0.7556679003860837
0.23254146186007435,0.1420428992731636,0.5128844018300703
0.6741746280027414,0.9909314054886743,0.3673300276351228
0.5463074722770703,0.5729418812033529,0.8005829051234575
0.5929785962586622,0.33282148433820735,0.6025840428293906
0.4301328458391283,0.19355402718905124,0.47715436245938225
0.24243286245337795,0.408539114282204,0.623174613846086
0.528802147748471,0.45455767008396486,0.13163215330155945
0.6045242424539086,0.4677202218468083,0.9017072090175873
0.16333853100776824,0.3420994856534443,0.1477558981706077
0.13170194285646897,0.031651713339847176,0.676791456937052
0.4902059743733245,0.43798461584077164,0.6764310136688286
0.2108069419642897,0.9345937393730587,0.16379352385942292
0.24763551788279498,0.32022082698433163,0.3225169974180308
0.21245996948913126,0.5076804825382851,0.570604328932799
0.5776888886390358,0.5105250280093321,0.214888436094703
0.67557045119396,0.5741574297355295,0.979379294830237
0.09565430725681488,0.8881132728107973,0.6251147078053051
0.4227131724873432,0.804793400795963,0.8485522569083569
0.1139528221025432,0.803308322412995,0.12066264597400606
0.03146354410567316,0.25572695194266226,0.20397373508660438
0.1870778352674498,0.4749009134054434,0.19141704040407526
0.24840147337720284,0.34523168443339347,0.2907006662851155
0.14060095022184768,0.9945569720246128,0.24465443132715822
0.02558310067302774,0.2219252021933733,0.3277348276190963
0.46353711227780847,0.7330177774765796,0.6449190834742258
0.22410966576297336,0.5645869208389132,0.9412540517986638
0.6032725782102212,0.15685527939770527,0.4006284397848563
0.39617181979961363,0.7065203417011803,0.11714058850241768
0.4783854028734874,0.06981052579403557,0.6963680619162895
0.06789962594053219,0.2092156121605231,0.3203961596365943
0.050580353244250455,0.35496382669199955,0.4385269351402382
0.15570676556133212,0.5518935295150318,0.1553012181875707
0.31312909204911127,0.1463247035325662,0.7010476109384828
0.16396184265367478,0.02716987766271839,0.19460796673946307
0.15521863387302715,0.16816062185165248,0.7288268978950225
0.7668696649049187,0.4990167995483835,0.9247750541112205
0.7002231426866266,0.8270088392654729,0.8873414652299516
0.3220037848182032,0.6372627876636449,0.22541119785562763
0.2847169704276067,0.4945784988923785,0.6663332838472739
0.6285960937676276,0.44378299809463473,0.21291226707861063
0.5289024256256691,0.21660914021160904,0.4195918989096068
0.2121686355805463,0.47354876039971894,0.3589032868977059
0.2937788099202702,0.5833508668270895,0.531226229568785
0.6178218723798943,0.5348918933002481,0.41623787645361965
0.1695026091804703,0.699207996158991,0.7300176313759535
0.6113945627860575,0.5179082219176533,0.7561814725576966
0.43801137383236555,0.17511547722263043,0.8758851532398458
0.04687774585007718,0.6554623261756563,0.9793523435277665
0.24876472557307558,0.9637993996749966,0.6102320146862131
0.7816745487158157,0.24484645687424178,0.1378785793665245
0.6484723019192242,0.5345975442741552,0.7446035697332961
0.24830215841945613,0.6590632946024771,0.7109573792363906
0.2650168973931485,0.5290685268054816,0.23374362578922792
0.5010271251086525,0.7005672216800775,0.9534366095915172
0.3916695594542192,0.9671860145481092,0.32723331231859376
0.12105970303898249,0.5322990259849701,0.5122550492105492
0.4208263309472032,0.6045441238152998,0.9106395718261462
0.2889541560123549,0.167793343992924,0.9913990922102557
0.3586353608299481,0.9261358521189249,0.9653148333323014
0.49084466891171846,0.6749122801274793,0.8986788830537613
0.5770054632925067,0.8101556029638327,0.827692153294082
0.26153518778094276,0.6851581955540967,0.9301074526606788
0.19920363289367096,0.08652669999587348,0.7353832791541567
0.4385073600271572,0.9442178853246082,0.2890247707874823
0.6127179354061592,0.9282885327586682,0.39603973419193017
0.3912470908631642,0.7394647953655188,0.8040107576881222
0.31646811299123706,0.5259075471176438,0.6306960875105398
0.48178420658990917,0.16363450890751452,0.9221819602120527
0.4493469568229233,0.9576655759925647,0.7496018825147548
0.08526193786243841,0.8750076517276306,0.5939090096139062
0.2536674759337009,0.9931117464499729,0.9173661681401892
0.5707276760307697,0.666046442346853,0.9761159541631732
0.1887322059075044,0.2552203024793859,0.8136415047851411
0.03785292675164351,0.9153617476905638,0.7049559103037789
0.7945683403155777,0.09440753812033087,0.8631876948987162
0.3040853319699548,0.030541621393423868,0.9018035722157881
0.724461405361099,0.30524631972599514,0.5803893159774869
0.4817505406295716,0.44095163153782013,0.9434407768708678
0.25416724054991946,0.6956212466346526,0.30364331239121745
0.06271586133174321,0.8136729671898022,0.7711669417219663
0.4944953117977722,0.8184973416681272,0.5340586618009971
0.3903042044296237,0.516333745586913,0.8680519553415825
0.39494401193883705,0.9317782908039611,0.3996382142566244
0.26846463361491024,0.6055115322267001,0.9046296119182515
0.2177155814556433,0.26241381346395964,0.952155537090891
0.48158461847299416,0.9123530491276962,0.14781797266199276
0.23251917498953845,0.5158786186141883,0.7364589290627309
0.7151413622569207,0.7286173491503346,0.10580131136985264
0.3054805117386934,0.8401714595324026,0.8740553687923794
0.14481182888739008,0.16611165314216103,0.4728390882086796
0.22792407270287063,0.2569644224204728,0.18490595422804756
0.02133348992909925,0.45889889532928707,0.2876502515536991
0.5491487340728805,0.5066816913549125,0.6147025481734107
0.05331035690719981,0.3491723153681936,0.5621946947686595
0.30503776560111995,0.740383874793241,0.5835440859560906
0.19490084254534798,0.34133610447768703,0.6220816113140644
0.24743814745957923,0.4978909935059137,0.8302660507821921
0.39805781688145897,0.5444168990077605,0.8415455834244416
0.7738654477946876,0.4235844099751924,0.37768621925309387
0.7599773657146649,0.9709776046716092,0.14864048594041163
0.3953845123354137,0.9164310772240949,0.6737811591290745
0.5901965899972944,0.8745338638229821,0.6118120792270255
0.4587717663044475,0.5885142832598469,0.1741236496109799
0.03004724340893468,0.6246824112310101,0.9314913663311831
0.0740505867188495,0.32570523843550026,0.9637906823230821
0.14822522020845819,0.13611531743704353,0.16595299209430503
0.5131650994552934,0.720255504755108,0.9440989137879976
0.5601555436605995,0.26636725335847056,0.4277513299632023
0.6399699882815592,0.1299753852948673,0.4273564042833986
0.7126117673436299,0.12639827887952237,0.5309274520142157
0.06848339002652688,0.5873233632221584,0.20460636586621017
0.6918588517891516,0.5379987844922599,0.9058759918094205
0.1222984997323211,0.11995093502392062,0.1415189368107602
0.6174368925370729,0.4723952995171333,0.47333396727446
0.23898788382119493,0.7595431165908425,0.34497077089502487
0.052605053759767983,0.9118962325453621,0.2522249971264356
0.06293455195654199,0.3086832989652071,0.6176082778566728
0.5626374560947306,0.9426402454729278,0.5631394332909889
0.5644136094367762,0.3644320030119278,0.3055589504210687
0.5966248410935755,0.5266164202309098,0.7920020332934482
0.35589728240335233,0.0563025914962797,0.5800007015800459
0.20902123467526348,0.1455534059659146,0.6413789542531869
0.02910117931020402,0.2457085587774609,0.8743520026722609
0.7785750410627775,0.15879901664036955,0.4388754076084137
0.18486170018448755,0.3944303442127457,0.334007175507257
