history_1,history_2,history_3
0.2679568437285773,0.9180095409084285,0.6129269178850089
0.5064668132880993,0.8297973605782455,0.6924038534717983
0.5000594092056924,0.7809448489562252,0.9128172135210307
0.17315277408196517,0.9434057538440868,0.6289487871613316
0.4729611490347364,0.17702243627878744,0.34418612080842503
0.11244305434758017,0.8933644686681148,0.49679972459716193
0.7370540451885369,0.19976317126869014,0.9453799637359895
0.9241899743384678,0.7367169727880412,0.3235904955697081
0.6245157819568696,0.0041493086003070445,0.10073942996430074
0.38268720920830546,0.8458871261320646,0.46586281560134857
0.7671894200604695,0.6818398149289517,0.5061601860864441
0.690115895590193,0.15893380636025667,0.6022797394019918
0.08053835034030143,0.40019846913148094,0.39008411848571223
0.4663038654685865,0.8226079354005966,0.3526476957013701
0.18295764243018964,0.57650683588577,0.7655973208311059
0.47430630678028496,0.18967695947595753,0.36119374788344105
0.7430975884141322,0.9006043434132394,0.014021094280554425
0.04976417909529118,0.35689066640792977,0.2693584750004626
0.01836051873639477,0.06129530303668895,0.8828628280765071
0.1846762648654603,0.8309380566849152,0.8211662193549135
0.9925185610051847,0.8054440474824901,0.546998053468338
0.3827626524376262,0.6917921278149056,0.12319450757896333
0.22171660322054532,0.5538265755692221,0.41245313697800345
0.341569346192251,0.9567081141301254,0.6188845871864109
0.33931119405944754,0.5609871611950213,0.8056634722223156
0.6953925448368719,0.5723670707361771,0.6450805298148589
0.6719788122026811,0.9559089540395612,0.3606442411662194
0.37730694400890097,0.9435855824758275,0.8308777440188926
0.1515737266983287,0.2848419273014544,0.6233590351100108
0.18386327288564563,0.7600399777295965,0.64180996512591
0.13297711000264423,0.20162605889659369,0.2340977033792827
0.9603164644474582,0.35026282169052814,0.47955058347591395
0.7591219443043596,0.2980318569493995,0.80389749199912
0.2727856100226598,0.4144070118982257,0.6866227745171133
0.301092842727006,0.8461378654993875,0.37187281153695373
0.1327827831468248,0.9643984850194586,0.43130641818848503
0.6544393870422837,0.9200847629087844,0.23644471270186118
0.774525442951223,0.5477741298672963,0.0639588461558751
0.596250821193726,0.4537240949259307,0.9140648148959604
0.9075330857983674,0.9412118678736715,0.07933266688411866
0.35192156794713836,0.34461760233081074,0.348416837066002
0.02330574945570174,0.8563995193767726,0.771765183751911
0.9613526261205312,0.9273197254545625,0.10556219428389646
0.8439899521000799,0.0030613702730419856,0.40749631101883665
0.6499612002525129,0.982887404756313,0.3845088531182067
0.12388808873154145,0.21731900010764804,0.4923853613275603
0.4600753601026434,0.6794792640718736,0.10475888916521192
0.35255223724373885,0.7594202173423366,0.7842905577988855
0.8675273035437556,0.3125602602623665,0.45732809567426846
0.2263892765171135,0.5713601455486408,0.6237621423515393
0.34861820434007285,0.38070208281469853,0.45094089062997056
0.9929952121356403,0.600779929098002,0.8817681920669986
0.5864505631605813,0.4114318112611284,0.44064324490759654
0.60650841678037,0.21642560051454385,0.7542105807160955
0.3345394859435553,0.9027640425555106,0.34433480382432513
0.6740441115759476,0.3931880314388384,0.40573101664194466
0.7621970223897909,0.16360672297970347,0.8565279521747557
0.05819804259619399,0.7059861559662268,0.4073802102606998
0.014837626776767476,0.9587789224111247,0.14565951466531024
0.05294020959005319,0.344026410819811,0.958612768014965
0.11191587304637174,0.4727552602533498,0.12165628652086746
0.14741898678174947,0.5625423569247574,0.0011380373610572203
0.4056222707358933,0.6580004088954382,0.39635939503123685
0.4296153906227975,0.061848916267660425,0.5512729229637063
0.5409286808029574,0.28670127775151877,0.24911040291184572
0.7174566405930083,0.9832134030832389,0.0945185764535651
0.4777765030951471,0.4815859105117237,0.9477142471689773
0.6814555176403077,0.24142094639494116,0.8977493624201407
0.8813739190378456,0.6088630425581391,0.21863639642649357
0.35382554896797147,0.6890255470704949,0.21776549412977708
0.13236682265767064,0.6021514640738516,0.16044082940576165
0.8180430349292543,0.9319216079037724,0.9410529315555599
0.44650728947692475,0.4978179932602821,0.2205993135669626
0.581167958824211,0.822528937804934,0.5789273021733414
0.3239710167649388,0.6913132474987906,0.8867306907277761
0.3462352239083746,0.15096416842831417,0.15817275873888426
0.28626107512755616,0.2611098771604655,0.2603058676340483
0.9390071476758929,0.22910462126614817,0.430644232167424
0.08763960761467604,0.5023151868402419,0.06150320876479354
0.1492039099420619,0.5975734190815509,0.9629241624194032
0.8721407821385645,0.03723485286336636,0.8952048593299972
0.3808979053077771,0.41740503361484305,0.30352776928712877
0.8034476734210753,0.4867083145510863,0.21641162235578293
0.10959998318263209,0.5773404727504494,0.11793203905032734
0.1688725421974393,0.7162085170880704,0.9512670699440934
0.6077847491764037,0.4776048302953385,0.12998927088133205
0.0986598609945808,0.6822725248833589,0.19180251369714008
0.025029651635988026,0.6002084492511223,0.8172984445737017
0.8782796482996785,0.9525808045374058,0.3781323157078693
0.21855544634778223,0.5488864619651106,0.6933908268786451
0.9888206228067058,0.6667855603037093,0.7895850010422597
0.2350584706867268,0.20361723869742154,0.2451756212137841
0.6859975489197601,0.6333966794829156,0.09502641251210409
0.5538601212339792,0.5002706605735481,0.9528486527236819
0.9011063007191524,0.9193857404184698,0.6361875580576327
0.48749125818053163,0.30526240017405504,0.305531530416827
0.2617222368958151,0.989671185929317,0.9297032416034797
0.2413788368375639,0.8832329014406902,0.32082584216544896
0.6438596178832865,0.716140579940442,0.6022128974972809
0.17759774863041522,0.3665919151709599,0.13659797229009452
0.9272345601464465,0.19725871090192226,0.874308822139832
0.5966441385300961,0.7300207154709922,0.1884229992148303
0.47739334588490034,0.3639921088976964,0.29997874995543905
0.8598404067275273,0.9522892773756598,0.04898314411606919
0.9794243866914576,0.9834753375942833,0.28227484274137116
0.29776721492734826,0.07293553195954239,0.30188651780163833
0.5197666787459209,0.7558259787692769,0.5118155864935423
0.9985221631801224,0.8203399407974186,0.43045013869748594
0.5971782064993044,0.06355459127659113,0.25110581337754345
0.8568618958807809,0.030162513153516035,0.8811168072531098
0.15971419736632486,0.9173427571090583,0.5305672677217274
0.7030372516818352,0.09068346686379436,0.4803681263662517
0.44809528171398605,0.6460036718439013,0.2976008558615727
0.2900029846901814,0.11232378909532004,0.9697198682014067
0.8659125505253548,0.7781394085332825,0.7938146955703848
0.2335566294364687,0.008762536894245332,0.7278438111113634
0.15676988378268641,0.720812373982293,0.6005845943620222
0.9411001371491595,0.8580422343638174,0.1795132927703702
0.3440343435855411,0.20343587594512258,0.5675625829524039
0.7621378095043372,0.8000432580913402,0.8852065265625876
0.8029137305991239,0.49746399396628005,0.48036933723628483
0.3039825063217647,0.577198716836753,0.6288012191652339
0.10970586420520567,0.9035116584486763,0.6307182457699844
0.3995969020527841,0.10338203714874383,0.44905579995009315
0.8961047013377252,0.03918055488837535,0.7884758778549472
0.9438255391889216,0.8136824799125789,0.3894194930613505
0.4673744573495011,0.25007494982316014,0.2567557135720939
0.6874674033968985,0.7821724138938846,0.43602970010255904
0.6563316465701482,0.29268341180201696,0.913212594921542
0.15692025906623763,0.9391520341578615,0.3720144085386379
0.5938100763602175,0.9106908587050039,0.3279175399277323
0.9885891881115957,0.7070831297597232,0.9697679825108592
0.742348760302198,0.5105087859814749,0.8414455352360445
0.30411910671411035,0.6822151067579161,0.7626130166462115
0.5837350328291052,0.9483688299938291,0.7778194504001776
0.353582657443669,0.6304667794205631,0.5759722871107366
0.1850862137513829,0.9607719485216438,0.7539619803802813
