ablated_brier,full_brier
0.8682273832213327,0.6169922907641093
0.4117697570784088,0.293878886508819
0.7230968267180419,0.3126495049864204
0.7985687045519188,0.9867394591451607
0.6538617569852809,0.624745759517706
0.7277993594792519,0.1774195750007721
0.6612808395429638,0.862182458610047
0.8039334577613411,0.34619718661169163
0.6276878033352272,0.8551302132196777
0.8447920017167736,0.13286234153911114
0.2660303299091584,0.04390953735967573
0.9165541624652702,0.44858769072348414
0.22303320502040724,0.30847236339087303
0.43333999035857995,0.6561505879705362
0.4444834215533846,0.006827662811359714
0.6500802816532407,0.6210396403081359
0.12477632233882552,0.8830210432117579
0.8693527515771043,0.32313399021775946
0.7575253510604927,0.7651347188564643
0.7330073819565491,0.08921675865443501
0.7369084764644867,0.8127304725872154
0.48034956641173066,0.3156338243381842
0.7613703321751938,0.937459799471177
0.5150479286390923,0.46268391676871545
0.029294512992442123,0.6791507874707924
0.4964944348557482,0.29113638528872665
0.4429274962993437,0.15019022618684863
0.7281743345156197,0.9742582905162926
0.2799294553927816,0.6386066543434905
0.5323335296160143,0.6221249505561979
0.845396485152331,0.7186332224190304
0.5370122652651783,0.5912990859570278
0.30055857582955725,0.46914929140550665
0.7979558989093315,0.9804582564034603
0.9326388710972406,0.4662038278868502
0.04565508820222042,0.8045568931195574
0.9391088720821402,0.12786879128069684
0.2690676122522151,0.14453340935023362
0.11218524274787733,0.4476308089491102
0.20747792341969462,0.08412511607999384
0.3488242947995932,0.7559836807428356
0.9400878562178273,0.7060929546286184
0.11677997946410512,0.49076459483514034
0.5079555372617856,0.5299204733541316
0.4178134933072404,0.7736910641801658
0.7637749483519033,0.6158917511701679
0.16967314213343798,0.026208587326101318
0.3957412664549679,0.7671285480449953
0.9413106447903351,0.333900062593692
0.29889592297049616,0.780412917237349
0.6247843358210327,0.7080512570034165
0.5506944545659015,0.5143511991669085
0.03877482475808114,0.8648816001563525
0.9180878533316188,0.357300541318759
0.19008947888516348,0.7306693740478901
0.8664539887280541,0.06954108146147409
0.8166157235708246,0.1531717898278362
0.1960013606281511,0.24736369969863226
0.02361416446447062,0.6265251499142007
0.332324737848265,0.23913912979787555
0.3987153173911566,0.9625207282544022
0.09155937334189934,0.03262556458017685
0.3701762764998048,0.32892546146365154
0.14817479049179194,0.47023760369901446
0.15810993925334405,0.8468401779303661
0.24443142570357745,0.3481636279828453
0.7823389241817208,0.4965880977290461
0.6418806182336495,0.3766453279364538
0.9593633234615555,0.07405422566055464
0.3882767920321356,0.6215321112554293
0.6779153050438813,0.4338638380377985
0.022969146323138512,0.4818290986837158
0.8002312232898261,0.9973300858017773
0.23777388441776626,0.6089355704447221
0.612399144124972,0.365232513250196
0.8846108627948527,0.5247068402218472
0.9212432886471464,0.09272040125387748
0.009170531294082851,0.8457703648921562
0.9643328912408465,0.2984168732480369
0.7597099213593859,0.1414600260785157
0.4945876556326624,0.5444200645143192
0.6480308066174927,0.9795008243874782
0.19808739374224638,0.26635525726142073
0.08851243832944988,0.6162338845314544
0.45464586271168295,0.9979675015162179
0.7452692444434553,0.030889226000662018
0.8777587576855169,0.03367525559930995
0.11803928552933374,0.8811761726654924
0.8995830848732479,0.1998517754056125
0.5936587198868891,0.4242621542657138
0.3274642477208256,0.4992319059360054
0.8553087149143174,0.9039108291827319
0.07604987748316805,0.042611036571125305
0.29187774169249725,0.056420373434186266
0.5069550967854959,0.9416037518458498
0.739075346835895,0.5040057871235434
0.14352438792129185,0.20751462357932238
0.777197836562981,0.9561626109454032
0.6340851199555277,0.17023543456278656
0.47813111651836715,0.797201095497766
0.7600728626799214,0.6527730354749097
0.9211503159702514,0.0448562406791686
0.9051708689655159,0.030531726734768005
0.7015734228135622,0.9966247848052643
0.6381519788066894,0.06005625644826729
0.5053007953438244,0.9998195275351796
0.5029605759386507,0.0832428594757324
0.23083983088332882,0.3795574232924174
0.9372148454122388,0.6979601069283518
0.1651613336845622,0.3589657380744605
0.22053141959115397,0.2788398096078897
0.13904025415171584,0.03448713396363201
0.8737498465667956,0.9805421335677884
0.30402157330019175,0.41184353295020626
0.6176670626056344,0.4567690776181772
0.139333524261253,0.18321089175909078
0.03325863924995387,0.7168587547169547
0.5452578467012892,0.36215174780180837
0.12960332777947725,0.48553808212734484
0.8406442120964829,0.5834006516983925
0.5743569328261648,0.8287208416790414
0.17493733704334757,0.9286452155381099
0.9086997028987015,0.7372001513898145
0.7211497920933362,0.49833945675404545
0.14577277148390044,0.818030315132803
0.4733945650654894,0.025802353840550962
0.4352279508499922,0.8553597935447389
0.5857155687022144,0.8787395948703335
0.36089391348615774,0.9200745990220981
0.09589412228674721,0.44333223479748096
0.6062513408203506,0.9925697460455667
0.6061032746494288,0.9324437366223189
0.5789233475242306,0.4525215605223284
0.021042792567412483,0.5857862365095142
0.713108326522322,0.021273255416619508
0.7265742859024747,0.7642789053437451
0.3318568238666736,0.7274355200775583
0.5452110233346059,0.205344097599105
0.35167706790055053,0.62767070175243
0.6310567636337884,0.9562168597653221
0.9827459575700146,0.9999734809886747
0.3817281598610339,0.7470190129337407
