health,alpha,incoming
0.6103942356181955,0.6098646042345705,0.3766499428070773
0.9803484109838422,0.7393316926551989,0.05615037543545609
0.5622640890555151,0.8945491620159662,0.6540708344326837
0.24718147098444276,0.2883440648697101,0.07280793907076843
0.49121196226955766,0.5109120035103102,0.44254721604688396
0.015728097888377257,0.3182652330046124,0.5440043745431838
0.6912959096357683,0.4012772147764777,0.7019217465241757
0.9718802348432306,0.23264951006541346,0.75311291926669
0.9184800524559491,0.8047081450931186,0.3104126225239403
0.413213324798382,0.7260787834570666,0.543909719051636
0.21278843134396408,0.32143582776258983,0.22872659272404605
0.991594130909308,0.3148712814009047,0.0025473265309255977
0.18513783589821864,0.3958285677054746,0.5140752013126064
0.922763118656968,0.8429513499259489,0.9694070452598337
0.32611546585929174,0.028435138268334104,0.41169167600799683
0.7708194128947254,0.793273960577556,0.2194932131061702
0.8445948646825603,0.6607198361393656,0.967901765689902
0.40655461520048597,0.4465609495128735,0.12819307177362183
0.888810914187642,0.6459392394786374,0.02864403547934735
0.6695964511592178,0.18453530823152642,0.5400364565901237
0.05761692274043195,0.42937311621297836,0.0879145599444352
0.1891674118164839,0.7220819639882002,0.8574661418025736
0.005128742604248782,0.4034414914161072,0.32716920098025004
0.055293299412246255,0.29975173464032223,0.931112858801694
0.8240572693385492,0.49022544278178215,0.6258848003637232
0.7661993735001241,0.7787067303659101,0.2589174682604103
0.691749657489053,0.306447784395783,0.9553477202703569
0.45783619526734975,0.9697662020214982,0.7001664869477676
0.8799865686975288,0.8224977372086586,0.40188458442912434
0.42753204898829555,0.2502265534633977,0.5209868862513477
0.7644107726212074,0.7155100776326698,0.5708218025212151
0.20332029849814492,0.637147167798217,0.026564045067648867
0.4480550222425381,0.13344102751643494,0.13560434848988934
0.9519867613255841,0.5945780183902786,0.678555611232722
0.04961564361029669,0.5826720586737627,0.7821381170297204
0.910675427722964,0.5980867055766795,0.8950082712009171
0.8066417622625232,0.45968937853444025,0.6812415302420124
0.7428727809848155,0.07140480693110529,0.10472784345061992
0.8822599899926219,0.44065120892044973,0.7734427961835756
0.05663653369465549,0.8780530735690797,0.3182369679992163
0.6031482788416269,0.04252785733661235,0.1230212770052832
0.6274805406556181,0.40412546929787274,0.9320351089536502
0.9821976870157462,0.990834488665488,0.45816922512278346
0.4738278899154794,0.28790767812219265,0.031974778323302644
0.9974902003657348,0.9584445124654403,0.547713587113443
0.7618800544282273,0.8512101508141466,0.3915813825060461
0.22898391424884934,0.44917185848194363,0.7557945899085734
0.7030528237589806,0.2286761916320973,0.31261967816707437
0.8705712582457202,0.756254049588166,0.7494125941113451
0.8304018670843015,0.2730564675212773,0.2571762174542237
0.12555863275054535,0.1363415993718412,0.7254932564453626
0.6794287399814571,0.1711029964797801,0.5507513591504121
0.44476403796507835,0.10035045492562633,0.8167096885966434
0.043842645075504394,0.3491662626571984,0.12933455069705835
0.8892377550488733,0.4472372380332148,0.7072006992426269
0.15039769857264162,0.4592508539495138,0.6706083628229083
0.6455750500524445,0.665766517294584,0.1589480406314735
0.48692254825984926,0.9839756043239573,0.30809319717983474
0.11122511535785329,0.6358028604068579,0.4750864192795865
0.5358825532161465,0.5211789953032087,0.7821020021175522
0.6420729113549879,0.8731156777337699,0.8282635215583918
0.3623925712154288,0.8470780123361101,0.22968697377057667
0.7775261029132418,0.7969970429624349,0.1353397520385632
0.6847132929256008,0.7367189532400998,0.537400714883041
0.49221587276181356,0.43567273121530514,0.3789283322594321
0.0708005309392149,0.3156793475985257,0.9970788522807199
0.8525239389890846,0.5323647830596709,0.9701762878574753
0.697152009071257,0.5206341529263017,0.5050764209353286
0.5115671301241603,0.22693866050108658,0.2372239769409401
0.2423603302023748,0.1994903094116064,0.3431121609375033
0.9767478876837307,0.21081254350255163,0.3479027576656757
0.9957269952113688,0.1769327473286002,0.03281054348360457
0.09546124281264434,0.5436634407155838,0.9314672605820075
0.36368325218210096,0.11259803084214826,0.5699445469145576
0.24846861941691722,0.46732392955162017,0.9169215477738384
0.8593900069436693,0.669118040080052,0.0942155995006424
0.0768873857585638,0.9137279266794435,0.6059801278295578
0.11240790473548568,0.9185935973863161,0.9108614942505409
0.8142125895110605,0.04794004443700761,0.804464383093418
0.6156818272776592,0.11448340466604845,0.2823364356125988
0.368433934932623,0.48770214307146664,0.7145664186226127
0.5366956046384708,0.3503370031157743,0.4145994797657815
0.7310182384430071,0.8826903987643395,0.3055673537170662
0.4633648327271598,0.5357661931528529,0.5935681851770634
0.8821950229207273,0.5728011299210146,0.945105353212192
0.16753208278224863,0.8027413657749853,0.914333799290788
0.2802341207062311,0.9279927950105733,0.01875030874415118
0.33272104475399045,0.15331187553763015,0.37383216908729533
0.8807115124195366,0.5994550631512235,0.13179767311505697
0.28578934704649495,0.40972252814577903,0.6751454728669063
0.7531776081184838,0.08215726929426548,0.24603247329438893
0.7707634705867549,0.12452265679604102,0.6100620971620843
0.2706002264477998,0.8942913048510854,0.1458145969381346
0.6290564259468866,0.4398579553127915,0.8671515938740555
0.20909037882389536,0.5976960835819228,0.2313864753452738
0.9359524417930194,0.4489005986631892,0.012349872593527933
0.48776296063447444,0.11058260930976826,0.14094263675652208
0.6405836523251875,0.29945009197295014,0.07447987804973921
0.1669099112845429,0.18418448983857238,0.3901582589005862
0.4597237024541819,0.25653948158530016,0.4657203057343665
0.1957280099075085,0.735773220150155,0.9328568379665373
0.10669509135961097,0.248036912259878,0.8096975579916609
0.36190239003642544,0.1959362098275449,0.6143628787153425
0.5762275094514766,0.6763657007114962,0.5902819838417229
0.32998599193756684,0.2888191111910222,0.12272957866028
0.114122580555721,0.8628102297548936,0.0524514797892367
0.04284295828392204,0.5215880815943722,0.9772419168562266
0.8320575025979722,0.034583307035583766,0.963063266676235
0.15376736756105902,0.22834814811773352,0.8471310621835767
0.9970470027886388,0.1523408559512599,0.3755906808381655
0.8975463746671334,0.711369877919208,0.5174222305500015
0.08649357896891252,0.713746200444782,0.4871093840110341
0.6984321023073613,0.5537106177421822,0.8050593133443964
0.6257575197429542,0.4257438860059545,0.5554393020028774
0.2160171381072249,0.08960817002920596,0.10558019821363418
0.10631920412520723,0.23208412224463015,0.006790211003749325
0.22623539491190947,0.5100130581124148,0.23783856378244228
0.42727242071873117,0.20823038882849387,0.7641992356665229
0.7268396641181606,0.7328355542380439,0.6590793032431396
0.6475195061411433,0.44367930854303705,0.841201965778346
0.2535526055113432,0.03399174314435083,0.5861646605160176
0.3896136834076447,0.9479445145726342,0.28399846424675823
0.9805385914971259,0.9096465788868884,0.9939618560462822
0.827715200178822,0.9999039514935013,0.572550370621057
0.09301069110333826,0.40380465854185954,0.7954708528787978
0.5881523370715075,0.13089352977399527,0.9673168387221074
0.08301965752221052,0.07105196621836163,0.8386321917511372
0.8068972530126117,0.9998851861604473,0.3736517854769875
0.28411652419888467,0.7103216961686912,0.3767479043623919
0.9070716251135527,0.1518416116573349,0.3095046995672872
0.18295673611650343,0.7390377740525089,0.6423692047674575
0.9742660345966504,0.3853901110196458,0.3039130086301687
0.17003235981044562,0.5728185646190551,0.7906114769218431
0.06817754506021323,0.013047153459629368,0.018055175272370994
0.3098912520931383,0.36392117020208237,0.8282660041663508
0.3574390415021331,0.01371474497130698,0.7586742174402367
0.526484996344305,0.12220942246933786,0.8817509058229646
0.6446603630230346,0.9231299040921843,0.3665188745205967
0.282880137194085,0.3309956433952138,0.3768909054431199
0.7757448277105301,0.867303448950946,0.4554392700542478
0.6277968044118004,0.598658587110347,0.9941082011739709
0.43899223681537214,0.6453659107746235,0.11180795058217885
0.32728071456195074,0.22371711713648013,0.4841816579423641
0.3013960895770599,0.855213873219498,0.16702563783533786
0.15005295613578096,0.31624233815166813,0.5250833037402918
0.15383532451910986,0.6738360649589278,0.1674340215409137
0.16084662185300558,0.6577292582179718,0.16713372298683504
0.008375590154783397,0.9742127951831535,0.36969768373472045
0.3301991948418148,0.46653199410611645,0.565908684093783
0.345363295534736,0.8303000948013337,0.3501754843096714
0.9434183685802756,0.40089333792479287,0.916070647342254
0.356096419029328,0.35321047443759024,0.8732926884041494
0.2602449548703889,0.17264491266777882,0.2561787980035658
0.38406972511738036,0.012607123149320887,0.5668009654989483
0.17445513632754361,0.8156850984164252,0.4612472019337126
0.24781211608303466,0.12915750045828744,0.9538099612259889
0.5509799428989761,0.5606368561491306,0.6471607499258987
0.5281296148322958,0.7589706182152394,0.502254473717935
0.18174363491478762,0.7691394132024889,0.2449786976487539
0.8640256733211085,0.5077668984345475,0.021388117400190088
0.10289576233962627,0.8979267809721359,0.32674226733977296
0.11298099457873456,0.6757492502147637,0.01635718265432784
0.4340252560077902,0.6535500715290848,0.5702652573395848
0.33646759857002395,0.8159941297557591,0.9605437579856969
0.7862301015923164,0.7431529246495436,0.8359039257949188
0.0715427057146053,0.7578913258806516,0.032452159280087045
0.9020487286898419,0.5870753007955677,0.8822915973465749
0.43803982262066876,0.334294631910276,0.25456273496226756
0.24860506339618715,0.13770472409858459,0.3225040859294619
0.36210529973730154,0.9473559845284253,0.8520974690896146
0.43858519110561045,0.01352178316631647,0.422767376626595
0.5424927648493532,0.6630319490049745,0.37429952092509433
0.22482829736662135,0.7015011706266496,0.3936971594922015
0.08902313399493655,0.40951507353559646,0.6014824200930659
0.9458285862941707,0.08841927835557628,0.7339103755291345
0.7628481050424903,0.9909262148095015,0.8697423751904653
0.13342955568225257,0.12161936784189176,0.9663458215572435
0.5831918023528878,0.9751006278609189,0.8959678170797907
0.2285256411500527,0.13017212694089864,0.955514385331152
0.47228386726891036,0.9553954399750596,0.14269939121412423
0.6575738142801891,0.27679635570472605,0.4878243534484331
0.9772002154955294,0.5114931143274888,0.8095245290848547
0.9128440444119233,0.6986091544765433,0.657936592468393
0.07987930873067117,0.42574798173333683,0.39909773721343134
0.38940482420544476,0.03319787970708821,0.9053287729661224
0.42898697119241735,0.2693751475501259,0.4143490689871089
0.6778173824663924,0.8436353127430998,0.3765421759255848
0.34366487290360836,0.5836666205818611,0.4566398397472067
0.4423827860641173,0.07327796876420256,0.7209620647165754
0.7191509618430469,0.7798841191011325,0.396019768010183
0.36442712358910145,0.8695866351369413,0.16650266763205301
0.05511417063079227,0.18120306312221757,0.5219711470052946
0.07011437182192937,0.7429576339097184,0.4980350256791367
0.2751473057823428,0.7699780865559565,0.5134143613529155
0.8088758314526219,0.25660612882208444,0.13993154556052312
0.8527013905725421,0.9784879919392833,0.4387936531526644
0.5764810764686679,0.9547625220334316,0.7151854401196428
0.8433247129806715,0.5095584901313056,0.2824730613968167
0.9600278741889373,0.42885822040495813,0.2156154329149237
0.05660919442834145,0.3418738498484247,0.6919552947989502
0.4180901640479249,0.3198517317096118,0.5517843107678096
0.16854586022251983,0.15430090379662786,0.7182476351167555
0.5775851634915915,0.7313288273949757,0.4972352985833234
0.12312686548932172,0.8206953048221177,0.6356768295181415
0.5238872996751186,0.8899286628055549,0.06177444447482716
0.8614869814032892,0.13204841988474347,0.7314126809251313
0.5010554639642986,0.2795745909376902,0.23342229274121218
0.34786326680342183,0.41916544869234473,0.01463024215235087
0.2844661829982248,0.05504829388616084,0.38004936892656127
0.671725429700198,0.45838586703083295,0.05152607807537157
0.6626949017382956,0.5223206044131669,0.34150506202945874
0.32432657646110885,0.5388969185017078,0.8651877444268087
0.11694049441329624,0.8536713087753534,0.35946014355115985
0.4512676354640742,0.5099485627787949,0.8145742480140847
