distance,rarity,replication
0.7442014126226009,0.01372654561104214,0.15760287621062963
0.6221563223339164,0.559756009056644,0.6690140600669832
0.9779505261973381,0.20553439804722273,0.7273816081136804
0.5308688805090059,0.5448998541525851,0.6649926090922399
0.8886247937826578,0.7215474070147938,0.23026616950887746
0.8024457573119683,0.24166386077972457,0.8698409140982302
0.5966425367345823,0.4482286093899811,0.9283077000544556
0.4385125979438561,0.04897812421322256,0.6408190970898123
0.23013133799392083,0.36123514280336877,0.8164734822173192
0.1891974586196573,0.5783965713996455,0.14113573022166448
0.3612752901028252,0.40352421026040985,0.5886888018185341
0.5477502270213683,0.2686141962706361,0.8159302517517159
0.7990471938932209,0.08238555128928804,0.1583680469731269
0.4665702295996299,0.09762033611362164,0.3663332170706991
0.5662880589392025,0.5643653763855949,0.37292974002607515
0.4710420627197034,0.06327679591850388,0.9512798687430766
0.4183148498903664,0.15946325551153162,0.9727400985239806
0.6911974213784845,0.24693040905022867,0.562939252973611
0.6855387864730067,0.9204309552381865,0.16226984208904816
0.6866528601559047,0.9102985552617314,0.46642516863697303
0.6966018775228248,0.48335395803599335,0.5907549567405381
0.4620308935021521,0.9753674202769081,0.9110190049394262
0.072697039098924,0.7984696901667007,0.8019329906789221
0.41335591993873066,0.36283698450757473,0.9693836939128188
0.5901308410595635,0.9505877303273566,0.2316019457297781
0.4858541246072996,0.4000232531464223,0.06059739729750524
0.015198100835007278,0.9044409116679365,0.9928388045861439
0.37190254953704205,0.8515228564358713,0.48394832793651765
0.3410794467514965,0.9899237526448602,0.4918203311906716
0.663240443169474,0.6469535298074662,0.3696788272576528
0.5698582520795769,0.9665782490258182,0.009480623282786094
0.2837365106602753,0.01570174102048938,0.6386440936723963
0.0713623827939347,0.8489408828866053,0.9470593580032715
0.19592143209264445,0.6834438109678591,0.9689735227692284
0.26578411591686135,0.2422312469172374,0.7999536833371337
0.6133278946568508,0.46575220343455326,0.603440743014524
0.16727421557636335,0.3103530755466335,0.06597864277248644
0.6571283796076188,0.13319759828476174,0.4906155557006059
0.5009097699295771,0.2709242886468223,0.4477446783677702
0.7635280341933025,0.7453202596124366,0.9250540404074094
0.5513732539654626,0.9449917486723854,0.5521504276636158
0.25180260325202664,0.524856163859128,0.7954718821593489
0.5406536464448317,0.5854531749361965,0.686018990170202
0.035981900517077836,0.13367790443021532,0.4801692766885719
0.9978138346821132,0.566402755700455,0.8784085365727587
0.7058447557596603,0.5651782779977677,0.9678258517206574
0.027090987124518517,0.3397824321971984,0.3734390907399475
0.3723176583881076,0.3226055053693758,0.9097397914313875
0.18349200330273197,0.5280804506144005,0.12261663931109612
0.198396215231736,0.749208994178043,0.024190978904544802
0.43312846692927987,0.4284055866218083,0.6998389193403622
0.6040260818473957,0.5073643210991077,0.1413687682695971
0.6265185339652088,0.4491755011690761,0.4110140864414622
0.1696096539269376,0.5028617602673144,0.35768463634854497
0.8335148532748258,0.02679945612156487,0.8044409816795162
0.4558802811339916,0.28736475809341255,0.7159309736297119
0.7333089693237235,0.7997655820545734,0.6892463323847478
0.48660202097789107,0.5226833131853058,0.7002367670732055
0.9283270229576785,0.6071196250929689,0.7388363189897277
0.9514825189317007,0.9901326348239157,0.025357425480476814
0.20373956345388278,0.9367246193185762,0.15440056266727376
0.30384974504616835,0.8795084092242431,0.9151927176157174
0.8794920594524596,0.3368471734314825,0.7803812444274201
0.29845142554351056,0.4418475377471922,0.6701845588469993
0.6310286623645066,0.3761575636707145,0.8372563294223763
0.972245273057472,0.1977971036300794,0.417652115577676
0.6427861695207496,0.6215658748452969,0.6628839585191251
0.12396675326960593,0.15441906910343361,0.07475967832838337
0.13128847237267893,0.14362614788481975,0.15721026047834386
0.9445437599676474,0.38092861167777603,0.8688516513639717
0.5652270748676335,0.5977252715570047,0.2947858013306873
0.8444050629077197,0.7954454116292162,0.8019367700417145
0.3614132472181124,0.5404046722621894,0.6284934641230693
0.06575127493697908,0.9850959342865577,0.33147653008901956
0.7723160740149375,0.6744761022266893,0.08803664793114419
0.296221519180907,0.7508535667737064,0.31050990342413554
0.7046489928345487,0.27829686906906803,0.8177704493324447
0.9760540453989185,0.2639651177471799,0.32115771470050203
0.7449722418358972,0.29759978241368723,0.4498228238232421
0.3578168406384876,0.9595869261781216,0.44508917890498956
0.8982459897941364,0.20275371385677943,0.5396723277213133
0.2678830313119166,0.3023142686865816,0.030371524661873206
0.10809082363093259,0.6626670132503147,0.368884950561732
0.25154778174142733,0.24213676415766439,0.3461544548964799
0.1519586211492221,0.13716342303369677,0.006669872834952795
0.2876033840976159,0.4255159920069249,0.015522965168067393
0.6335589757526634,0.9028077960045278,0.7956380066070285
0.388063554768988,0.671157369431847,0.5857137836058806
0.3383792011297885,0.9200844467304449,0.8135022458830307
0.01357075573443578,0.017081900266408545,0.05610871126553629
0.4343433180097761,0.3633784767589564,0.1817353808329487
0.46810347864974877,0.7036791195333081,0.41485144847113453
0.8001089101882171,0.8867345395760035,0.029816968603612715
0.5045852767616708,0.13409428848014338,0.5690129919281575
0.6848825315996923,0.6982361375499677,0.46861258894497204
0.5360309322708136,0.37101333038122386,0.16430565320584312
0.29002582926884535,0.8786113732579592,0.5323689460925108
0.5882391734439641,0.8096685465118746,0.20055402065968408
0.8371256338837747,0.4835710635037961,0.17542431734204078
0.38896864530750785,0.4151476651757253,0.745576583551096
0.24452367265937647,0.6017666706563064,0.8929600284099143
0.45837154779326306,0.11377073480311217,0.7945870286500089
0.6366066459696087,0.02248757656006306,0.6573706115303432
0.4834655590049576,0.9009402507403748,0.6301826969260411
0.061037634833460586,0.3005068516133461,0.42709777896688295
0.4194741245902741,0.11227608740592043,0.01745338296533505
0.49330599156927346,0.3794054159121959,0.039895316179555995
0.21108354269147644,0.7936197899110918,0.35858400815900227
0.7313013557178698,0.8025862512616412,0.4392874779594511
0.9051640719286375,0.6731978895957647,0.09327243610294711
0.08269588234010661,0.1631118387508832,0.37090394982778907
0.9501402787212175,0.2311780907864116,0.5139964725211931
0.0355076217583733,0.8004427018690529,0.892096192325902
0.18911632691768276,0.716049469474342,0.3894677524373543
0.4316176543349617,0.46739867524948875,0.317660831473754
0.04883822472766097,0.3714834798930765,0.779691065106471
0.2110011454617836,0.5411112253158147,0.8276274851250306
0.3715253422317467,0.25612155103821044,0.8793659011327042
0.20483200711768657,0.9685572591061932,0.9975734079975899
0.48079166045385724,0.4648545434584185,0.00892891030657883
0.7160242743432276,0.9228255161670861,0.6501072748866542
0.5957743079066894,0.4210470411590276,0.2533089785494018
0.544708489164648,0.2959484608720826,0.5183915408095027
0.4943089451285725,0.8238328977037949,0.8674758386352859
0.4948698107056074,0.9239745750219622,0.5859318149067284
0.6359335660437373,0.7119121075811331,0.9724841827282408
0.7553693651102509,0.8685620933563923,0.2595182051453421
0.9456142440078517,0.8998916006857387,0.9638851020980372
0.8470755177064925,0.48072423817552923,0.86464594261514
0.36151329921553643,0.33098661448135147,0.8908273885387836
0.07509649085526937,0.4647534812748053,0.6869278579744903
0.34097422719917414,0.689488241363973,0.49764889215689656
0.6815739689845709,0.933827264102682,0.877399653462845
0.5629971755704535,0.6160130405657656,0.30447861509058494
0.06742054032719469,0.8820254841720222,0.16693097637330623
0.5211089803047531,0.7579230855314583,0.47122945837523267
0.808591063083118,0.7556835825227337,0.7441682821833874
0.5223578203604456,0.7820689560363447,0.32041644840315164
0.3396444197497057,0.3239320350229725,0.2854067947552238
0.43332938246538877,0.18997706098533296,0.6281311410634731
0.5857288627317903,0.3100726686999371,0.7264866493075269
0.21292427823092064,0.132559504398731,0.9519204133409808
0.7309186690041457,0.854907741422669,0.5535770183572274
0.33042436808324993,0.9199931705457014,0.8581654275497079
0.7260396249109013,0.878371964007591,0.32138362447341784
0.7819433717185701,0.5714131849760856,0.23253219514445056
0.7233066290329935,0.5722827178412989,0.1829489746230707
0.619875973963031,0.7707883315825463,0.5829594283828707
0.2870526219827976,0.520348697041902,0.49309496784614937
0.9300253156156706,0.15183127422485598,0.8622781349365946
0.5046820313721326,0.5077308650614135,0.5777227556970554
0.6225226245598541,0.30555564974154015,0.2495194571641578
0.9750429505372051,0.8509542018008085,0.423620397173733
0.023627455056090985,0.3892054310094528,0.6879437253145733
0.8903634360715381,0.607956246078316,0.4290587598130363
0.700248870148063,0.30388570264945636,0.5348818089089504
0.621169985198775,0.7473878160504328,0.9973403659857694
0.5387617901212821,0.34895424469775826,0.951173029470769
0.8403758984963218,0.28306820984845726,0.07739241985631995
0.15276397056898572,0.4107402181324009,0.47491547754962515
0.5344485271947064,0.26902464964763495,0.2510020863775131
0.6242237907317785,0.06846931626265174,0.7631437603617854
0.9992743231243881,0.4096411139287346,0.9844310633675558
0.3660738796602212,0.4335504512398701,0.465522639544399
0.18131584983560067,0.6959798781852352,0.4700418357952111
0.9431785761889799,0.03386346801860851,0.6577907021767095
0.08178539000879426,0.08340789861845577,0.8921989706664556
0.47835872453245376,0.3573687693177774,0.4458950465473691
0.8899118564893774,0.6405612691429928,0.6405476386555612
0.5749551888147821,0.4768341649068768,0.08171173732730963
0.24573043080585777,0.8948494772173098,0.8275930207239407
0.9363363270915839,0.31404806948643427,0.5189764224079838
0.7650831878190045,0.11897835045990346,0.5759353926653052
0.7632769848305709,0.8581777832604186,0.5167724063302795
0.6361723965754937,0.05553463157809935,0.8993214096162356
0.008993313612640996,0.5063265133507368,0.6450478318658145
0.8001745229202535,0.22245304254716247,0.7626299413958004
0.5733544645443288,0.631246610711379,0.4359650765727835
0.8168366640073468,0.15493223187796334,0.555849693995485
0.055642931937145534,0.7196984742973801,0.26316936086300236
0.8891856481986584,0.8833677053527331,0.46762781908719364
0.5096143919187686,0.15023856819280212,0.24593738453915404
0.7872359271296235,0.9811345773913619,0.6925206844445038
0.4282841702926553,0.4447547358699788,0.8351029536778488
0.2813352034098844,0.42092809245071283,0.5766226536153088
0.07071994549610672,0.8502780898716218,0.6355640707756699
0.5939599496684417,0.9721016503255063,0.12834887585743915
0.5584267543760082,0.8979957487255157,0.3892443124060807
0.821842343013482,0.1839612286511848,0.7186800357753925
0.42358028025096395,0.13117269572684775,0.684570070206821
